"ParkCode","LocationType","StationID","month","variable","mean","sd","N","SE","inc.10.4yr","inc.20.4yr","inc.50.4yr","inc.10.8yr","inc.20.8yr","inc.50.8yr","inc.10.12yr","inc.20.12yr","inc.50.12yr"
"ACAD","Stream","ACABIN","05","ACOLOR",46.75,5.1478150704935,8,1.82002747232013,1,1,0.991,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","ACOLOR",69.1666666666667,9.65621169208837,12,2.78750820988962,1,1,0.988,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","ANC",91.9,32.3235429458379,8,11.4280982044883,0.784,0.705,0.399,1,0.999,0.892,1,1,0.966
"ACAD","Stream","ACABIN","08","ANC",175.4225,47.9250667336893,8,16.9440698381048,0.918,0.863,0.555,1,1,0.983,1,1,0.998
"ACAD","Stream","ACABIN","05","BP_mmHg",753.00416705,6.72604766546839,10,2.12696302737384,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","06","BP_mmHg",751.875508138,6.15294385906422,10,1.9457316909789,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","07","BP_mmHg",759.073860858,5.0772916929115,10,1.60558060946525,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","BP_mmHg",754.875007131667,5.34116466157306,12,1.54186142757266,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","09","BP_mmHg",758.015241108,5.31491104846246,10,1.68072244743349,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","10","BP_mmHg",754.33450173,5.57877342887346,10,1.76416305852675,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","Discharge",4.0712,7.18911737435286,10,2.27339852692444,0.115,0.1,0.0638,0.257,0.213,0.109,0.333,0.274,0.134
"ACAD","Stream","ACABIN","06","Discharge",4.2355,6.06906038856098,8,2.14573687809107,0.129,0.112,0.0693,0.301,0.248,0.124,0.392,0.322,0.154
"ACAD","Stream","ACABIN","07","Discharge",1.71875,2.8031921981912,8,0.99107810615511,0.111,0.0969,0.0621,0.244,0.202,0.105,0.316,0.26,0.128
"ACAD","Stream","ACABIN","08","Discharge",1.12583333333333,1.67628826081117,12,0.483902739309369,0.16,0.137,0.0807,0.394,0.325,0.155,0.51,0.423,0.196
"ACAD","Stream","ACABIN","09","Discharge",0.538,0.555622973687094,10,0.175703411716702,0.233,0.198,0.108,0.6,0.505,0.236,0.741,0.64,0.306
"ACAD","Stream","ACABIN","10","Discharge",1.1488,1.32436507219288,10,0.418801008170282,0.2,0.17,0.0957,0.511,0.425,0.199,0.647,0.547,0.255
"ACAD","Stream","ACABIN","05","DO (%)",91.92,5.16027561710074,10,1.63182243042693,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","06","DO (%)",78.22,16.1390348052306,10,5.10361092212606,0.996,0.986,0.819,1,1,1,1,1,1
"ACAD","Stream","ACABIN","07","DO (%)",68.64,11.5780635494696,10,3.66130517104974,1,0.998,0.921,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","DO (%)",73.6,6.48747044134096,12,1.87277140283397,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","09","DO (%)",58.84,8.15641533463758,10,2.57928499997792,1,1,0.976,1,1,1,1,1,1
"ACAD","Stream","ACABIN","10","DO (%)",78.12,8.50578887843123,10,2.68976661523717,1,1,0.998,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","DO_mg.L",9.074,0.606212284050178,10,0.191701156317153,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","06","DO_mg.L",7.096,1.22017485085813,10,0.385853167236796,1,0.998,0.913,1,1,1,1,1,1
"ACAD","Stream","ACABIN","07","DO_mg.L",5.698,0.894188645271977,10,0.28276727769198,1,0.999,0.946,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","DO_mg.L",6.50166666666667,0.554827300457839,12,0.160164845636543,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","09","DO_mg.L",5.718,0.809812049524799,10,0.256085055314744,1,1,0.972,1,1,1,1,1,1
"ACAD","Stream","ACABIN","10","DO_mg.L",8.434,1.27517493353309,10,0.403245720511838,1,1,0.957,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","FPH",6.445,0.196614198004983,8,0.0695136163434392,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","FPH",6.45,0.256013392506832,8,0.0905144029580771,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","NH3_mg/L",0.0143333333333333,0.00186189867250253,6,0.000760116950066092,1,0.998,0.923,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","pH",6.205,0.208737702802892,8,0.0737999225706136,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","06","pH",6.246,0.262178904143293,10,0.0829082491539762,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","07","pH",6.144,0.0870759566253636,10,0.0275358352374178,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","pH",6.15666666666667,0.235462150339336,12,0.067972067941192,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","09","pH",5.828,0.266116098306318,10,0.084153299268524,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","10","pH",5.872,0.201041731433496,10,0.0635749776073714,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","Specific conductance",26.2,3.22490309931942,10,1.01980390271856,1,1,0.991,1,1,1,1,1,1
"ACAD","Stream","ACABIN","06","Specific conductance",30.2,9.27122190196932,10,2.93181779030614,0.916,0.861,0.551,1,1,0.982,1,1,0.998
"ACAD","Stream","ACABIN","07","Specific conductance",33.2,6.30343821523883,10,1.99332218503014,0.998,0.994,0.866,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","Specific conductance",33,6.17914380653325,12,1.78376517003169,1,0.998,0.915,1,1,1,1,1,1
"ACAD","Stream","ACABIN","09","Specific conductance",32.4,5.44058820349418,10,1.72046505340853,1,0.998,0.923,1,1,1,1,1,1
"ACAD","Stream","ACABIN","10","Specific conductance",31.2,3.35989417822777,10,1.06249183003395,1,1,0.998,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","TN_mg/L",0.1995,0.0321825152173395,8,0.01137823737291,0.999,0.996,0.892,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","TN_mg/L",0.409166666666667,0.0835015877185287,12,0.0241048320735269,0.999,0.995,0.876,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","TotalArea",9.017,5.82157841139325,6,2.37664943425263,0.317,0.268,0.141,0.779,0.681,0.335,0.896,0.818,0.436
"ACAD","Stream","ACABIN","06","TotalArea",7.817,4.01496919041728,6,1.63910430825294,0.436,0.371,0.191,0.926,0.859,0.484,0.981,0.949,0.617
"ACAD","Stream","ACABIN","07","TotalArea",3.946,1.8708132990761,6,0.763756331124878,0.485,0.414,0.213,0.957,0.907,0.547,0.992,0.973,0.686
"ACAD","Stream","ACABIN","09","TotalArea",5.041,2.76139283695747,6,1.12733390498704,0.399,0.338,0.175,0.892,0.814,0.437,0.966,0.921,0.563
"ACAD","Stream","ACABIN","10","TotalArea",5.63,0.161245154965971,6,0.0658280588604383,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","TotalVel",0.431333333333333,0.49472928624316,6,0.201972385351177,0.143,0.123,0.0744,0.342,0.282,0.138,0.445,0.367,0.172
"ACAD","Stream","ACABIN","06","TotalVel",0.360666666666667,0.471274300876535,6,0.192396927672398,0.121,0.106,0.0662,0.276,0.229,0.116,0.36,0.296,0.143
"ACAD","Stream","ACABIN","07","TotalVel",0.0626666666666667,0.064002083299426,6,0.0261287410931164,0.166,0.143,0.0832,0.413,0.341,0.162,0.534,0.444,0.206
"ACAD","Stream","ACABIN","08","TotalVel",0.201,0.0915248600108189,6,0.0373648676343612,0.51,0.437,0.225,0.969,0.927,0.58,0.995,0.982,0.72
"ACAD","Stream","ACABIN","09","TotalVel",0.0893333333333333,0.0927203681327176,6,0.037852931781362,0.163,0.14,0.0818,0.403,0.332,0.159,0.521,0.433,0.201
"ACAD","Stream","ACABIN","10","TotalVel",0.104666666666667,0.0921621759002394,6,0.0376250507567026,0.204,0.173,0.0972,0.522,0.434,0.203,0.659,0.559,0.261
"ACAD","Stream","ACABIN","05","TP_ug/L",8.1,3.04067661643166,8,1.0750415274371,0.741,0.66,0.364,1,0.997,0.851,1,1,0.944
"ACAD","Stream","ACABIN","08","TP_ug/L",13.8666666666667,3.54229851761237,12,1.02257350134676,0.986,0.966,0.741,1,1,1,1,1,1
"ACAD","Stream","ACABIN","05","Water Temperature",16.132,3.80815149091758,10,1.20424323862656,0.984,0.963,0.733,1,1,0.999,1,1,1
"ACAD","Stream","ACABIN","06","Water Temperature",19.842,3.88058071255665,10,1.22714736957982,0.998,0.992,0.85,1,1,1,1,1,1
"ACAD","Stream","ACABIN","07","Water Temperature",24.732,2.93003905927701,10,0.926559706057245,1,1,0.994,1,1,1,1,1,1
"ACAD","Stream","ACABIN","08","Water Temperature",21.54,3.4116538244936,12,0.984859626976599,1,1,0.968,1,1,1,1,1,1
"ACAD","Stream","ACABIN","09","Water Temperature",16.744,0.501535420262396,10,0.158599425527893,1,1,1,1,1,1,1,1,1
"ACAD","Stream","ACABIN","10","Water Temperature",12.204,2.78588984387793,10,0.880975721698516,0.988,0.971,0.755,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","ACOLOR",56.291,13.6854886984092,36,2.2809147830682,1,1,0.987,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","ACOLOR",69.8316842105263,3.91022279109006,38,0.634321898108527,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","ANC",96.5082666666667,9.26877245502275,30,1.69223858466617,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","ANC",196.478575,67.3587229790786,32,11.9074524476432,0.998,0.993,0.861,1,1,1,1,1,1
"ACAD","Lake","ACANTB","05","BP_mmHg",757.642377146154,4.37030393502052,26,0.857087117115422,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","BP_mmHg",757.576315182778,5.6707871049853,36,0.945131184164217,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","07","BP_mmHg",753.418566551875,4.80747913545979,32,0.849850274274115,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","BP_mmHg",756.90149358,3.46670111004841,38,0.562373180707645,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","09","BP_mmHg",761.0969983885,4.12716422503543,40,0.652561961433784,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","10","BP_mmHg",758.411588931579,4.73524971397542,38,0.768158938010129,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","CHLA_ugL",1.48333333333333,0.362924628145137,36,0.0604874380241894,1,1,0.986,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","CHLA_ugL",3.63684210526316,2.28111175510108,38,0.370045190670585,0.896,0.835,0.52,1,1,0.973,1,1,0.996
"ACAD","Lake","ACANTB","06","Cl_ueqL",184.767064935065,10.495528646983,22,2.23765422606761,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","Cl_ueqL",282.545454545455,33.5555364429482,22,7.15406440733335,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","05","DO (%)",76.2461538461538,15.8576475120172,26,3.10994054244045,1,1,0.986,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","DO (%)",74.5666666666667,14.8719486666293,36,2.47865811110488,1,1,0.998,1,1,1,1,1,1
"ACAD","Lake","ACANTB","07","DO (%)",34.36875,30.4593588298011,32,5.38450479478667,0.626,0.545,0.288,0.995,0.981,0.724,1,0.998,0.854
"ACAD","Lake","ACANTB","08","DO (%)",33.2052631578947,27.7037117951038,38,4.49413549799881,0.728,0.646,0.354,0.999,0.996,0.838,1,1,0.936
"ACAD","Lake","ACANTB","09","DO (%)",49.6,15.8371844169477,40,2.50407872408402,1,0.999,0.941,1,1,1,1,1,1
"ACAD","Lake","ACANTB","10","DO (%)",77.8473684210526,10.043331439375,38,1.62924349898268,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","05","DO_mg.L",7.35692307692308,1.45931153419897,26,0.286194538049676,1,1,0.991,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","DO_mg.L",7.13666666666667,1.0998181667894,36,0.183303027798234,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","07","DO_mg.L",3.00125,2.60167408883513,32,0.459915347663164,0.642,0.56,0.297,0.996,0.984,0.742,1,0.998,0.869
"ACAD","Lake","ACANTB","08","DO_mg.L",2.83315789473684,2.27427220941196,38,0.368935669849007,0.754,0.673,0.374,1,0.998,0.864,1,1,0.951
"ACAD","Lake","ACANTB","09","DO_mg.L",4.884,1.56558959156951,40,0.247541449520619,1,0.999,0.939,1,1,1,1,1,1
"ACAD","Lake","ACANTB","10","DO_mg.L",9.10526315789474,1.33175912285543,38,0.216039857513466,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","DOC_mgL",6.27945454545454,0.448999175656548,22,0.0957269458930546,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","DOC_mgL",6.077,0.942318417521381,22,0.200902961650644,1,1,0.999,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","FPH",6.56453333333333,0.0994903333836087,30,0.0181643666159706,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","FPH",6.5831875,0.107926629049853,32,0.019078912817939,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","NH3_mg/L",0.0146666666666667,0.00485071250072666,18,0.00114332390095006,0.978,0.952,0.703,1,1,0.999,1,1,1
"ACAD","Lake","ACANTB","08","NH3_mg/L",0.019,0,18,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","NO2_mg/L",0.001,0,12,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","NO2_mg/L",0.001,0,6,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","05","pH",6.14692307692308,0.267981629680383,26,0.0525555215009487,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","pH",5.79277777777778,0.345266862512472,36,0.057544477085412,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","07","pH",5.64,0.353471265428848,32,0.0624854821848321,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","pH",5.68263157894737,0.353604483664602,38,0.0573622218582813,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","09","pH",5.69,0.200051275478345,40,0.0316308839666681,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","10","pH",5.95052631578947,0.192437387057222,38,0.0312174664071132,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","PO4_ug/L",1.2,0,8,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","PO4_ug/L",2.25,1.4,16,0.35,0.631,0.55,0.291,0.995,0.982,0.73,1,0.998,0.859
"ACAD","Lake","ACANTB","06","SO4_ueqL",19.1719886363637,3.57671460715906,22,0.762558116445887,1,1,0.989,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","SO4_ueqL",10.3090909090909,8.05332874630757,22,1.71697545776,0.584,0.505,0.264,0.989,0.967,0.672,0.999,0.995,0.81
"ACAD","Lake","ACANTB","05","Specific conductance",53.9230769230769,3.30965952234458,26,0.649077634145507,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","Specific conductance",37.8333333333333,11.0647445261322,36,1.84412408768869,1,1,0.952,1,1,1,1,1,1
"ACAD","Lake","ACANTB","07","Specific conductance",47.25,8.90451136113853,32,1.57411009165343,1,1,0.998,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","Specific conductance",56.2105263157895,10.6825391625188,38,1.73293668422883,1,1,0.999,1,1,1,1,1,1
"ACAD","Lake","ACANTB","09","Specific conductance",47.7,8.64158105192118,40,1.36635393545123,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","10","Specific conductance",48,8.88971467635644,38,1.44210214824554,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","T_Dis_N_mgL",0.273,0,8,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","T_Dis_N_mgL",0.41,0,10,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","T_Dis_P_ugL",3.9,0,8,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","T_Dis_P_ugL",6.4,0,10,0,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","TN_mg/L",0.2842,0.024464471071895,30,0.00446658088783649,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","TN_mg/L",0.428263157894737,0.0382309371049199,38,0.00620187694832091,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","TP_ug/L",8.72666666666667,0.347337988364243,30,0.0634149504351877,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","TP_ug/L",8.2,1.97826022391229,38,0.320916184889513,1,1,0.991,1,1,1,1,1,1
"ACAD","Lake","ACANTB","05","Water Temperature",16.9707692307692,2.41900297325476,26,0.4744055140025,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","06","Water Temperature",17.2222222222222,3.57892490729597,36,0.596487484549329,1,1,0.997,1,1,1,1,1,1
"ACAD","Lake","ACANTB","07","Water Temperature",20.32375,2.51387600741269,32,0.444394692975919,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","08","Water Temperature",21.8273684210526,2.91502137974685,38,0.47287891084909,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","09","Water Temperature",16.1285,1.46418534275846,40,0.231508029987553,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACANTB","10","Water Temperature",8.63368421052632,2.48383794250125,38,0.402931720891061,1,1,0.963,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Al_ugL",27.4888888888889,2.73428964619351,18,0.644478250183866,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Al_ugL",31.85360875,18.318757620112,32,3.23832943402348,0.896,0.835,0.521,1,1,0.973,1,1,0.996
"ACAD","Lake","ACBOWL","04","ANC",40.0611111111111,15.2442424575502,18,3.59310240526187,0.945,0.9,0.605,1,1,0.992,1,1,0.999
"ACAD","Lake","ACBOWL","10","ANC",41.1899336842105,13.9762913301836,38,2.26725384171993,1,0.998,0.908,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","BP_mmHg",756.032982184286,7.06301198890522,14,1.88766935579715,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","BP_mmHg",751.183675195625,5.57709364505264,32,0.985900183932281,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Ca_ueqL",61.2897777777778,8.13357575337857,18,1.91710219016949,1,1,0.999,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Ca_ueqL",52.5003157894737,11.9110623805233,38,1.93222946654565,1,1,0.995,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Cl_ueqL",197.686666666667,24.1949649599202,18,5.70280793124348,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Cl_ueqL",169.813157894737,21.6984732437453,38,3.51995716596819,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","COND",36.7777777777778,3.00735481886258,18,0.708840328617256,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","COND",33.3873684210526,2.93198547635735,38,0.475630850709444,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","DO (%)",97.2857142857143,2.37449821188431,14,0.634611341027031,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","DO (%)",95.55,2.17848719335527,32,0.38510576678739,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","DO_mg.L",10.8485714285714,0.408992329114771,14,0.109307797811869,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","DO_mg.L",10.908125,0.520498752748653,32,0.0920120494169282,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","DOC_mgL",1.92666666666667,0.207959272030678,18,0.0490164704878367,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","DOC_mgL",3.09789473684211,0.285876158168862,38,0.0463752366455555,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","eqPH",6.73777777777778,0.226366583367244,18,0.0533551153776694,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","eqPH",6.71505263157895,0.144134499380983,38,0.0233817033235541,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","FPH",6.25333333333333,0.215788567543216,18,0.0508618531374464,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","FPH",6.27563157894737,0.2214993650229,38,0.0359319417735763,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","K_ueqL",5.86272222222222,0.892973684847468,18,0.210475915992261,1,1,0.996,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","K_ueqL",6.37418098467895,0.653017139396333,38,0.105933368375618,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Mg_ueqL",45.6994222222222,4.05223235202169,18,0.95512032501935,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Mg_ueqL",40.8027676717474,4.93458021680368,38,0.80049461545364,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Na_ueqL",203.638888888889,31.895163267638,18,7.5177620778663,1,1,0.995,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Na_ueqL",193.987368421053,14.4775036455372,38,2.34856121580484,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","pH",6.49857142857143,0.0940423098608071,14,0.0251338645257123,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","pH",6.319375,0.244381213310997,32,0.0432009032817005,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","SO4_ueqL",55.2722222222222,4.91020013436083,18,1.15734527066321,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","SO4_ueqL",52.8473684210526,5.80441289915187,38,0.941600109330147,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Specific conductance",37.5714285714286,3.27494652250609,14,0.875266274801753,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Specific conductance",32.1875,3.35470300594024,32,0.59303331109181,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","TCOLOR",5.77777777777778,3.52396093247283,18,0.830605557329336,0.686,0.604,0.325,0.998,0.992,0.793,1,0.999,0.907
"ACAD","Lake","ACBOWL","10","TCOLOR",8.24868421052632,2.53798805297449,38,0.411716028766419,1,0.999,0.944,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","TN_mg/L",0.128,0.015824032355882,16,0.0039560080889705,1,1,0.999,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","TN_mg/L",0.177105263157895,0.0265429681976166,38,0.004305838022046,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","04","Water Temperature",10.56,1.92052877334102,14,0.513282905091666,1,1,0.952,1,1,1,1,1,1
"ACAD","Lake","ACBOWL","10","Water Temperature",9.586875,1.74083672410712,32,0.307739363138679,1,1,0.999,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","ACOLOR",41.76928,14.9960701451264,50,2.1207645781536,1,0.999,0.939,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","ACOLOR",66.4155882352941,9.89478808053236,34,1.69694215609626,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","ANC",147.76380952381,16.1980256177737,42,2.49940961559427,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","ANC",214.912192307692,20.2960906028116,26,3.98039084743783,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","05","BP_mmHg",755.126163546667,7.98164590834944,30,1.4572425033406,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","BP_mmHg",758.2066274572,3.94199860330423,50,0.557482788764864,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","07","BP_mmHg",760.338317948947,5.3777378091114,38,0.872384269862685,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","BP_mmHg",761.122738241765,3.24291649501609,34,0.556155590630563,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","09","BP_mmHg",761.153816305,7.05918807224456,40,1.1161556369893,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","10","BP_mmHg",760.076230231,3.37970581521488,40,0.534378409869759,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","CHLA_ugL",3.80784,1.45705343367065,50,0.206058472699932,1,0.998,0.915,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","CHLA_ugL",4.04411764705882,1.61416854973447,34,0.276827622460996,0.993,0.98,0.79,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","Cl_ueqL",235.965098901099,67.694826920204,26,13.2760478244387,0.999,0.997,0.898,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","Cl_ueqL",231.023333333333,100.340495560924,18,23.650481612916,0.893,0.831,0.516,1,1,0.971,1,1,0.996
"ACAD","Lake","ACBRBK","05","DO (%)",90.3866666666667,9.51034766155676,30,1.73634398131705,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","DO (%)",76.436,28.4574279962766,50,4.02448806225901,1,0.999,0.926,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","07","DO (%)",72.1210526315789,28.1253483619962,38,4.56253398108079,0.997,0.99,0.838,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","DO (%)",67.4470588235294,33.5487725945748,34,5.75356703323736,0.959,0.921,0.64,1,1,0.996,1,1,1
"ACAD","Lake","ACBRBK","09","DO (%)",74.255,26.5950540032521,40,4.20504725727279,0.999,0.997,0.895,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","10","DO (%)",87.86,13.4005128107003,40,2.11880711480389,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","05","DO_mg.L",8.73266666666667,0.900677650375015,30,0.164440488717049,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","DO_mg.L",7.2444,2.63952079757223,50,0.373284611009249,1,0.999,0.934,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","07","DO_mg.L",6.23789473684211,2.33844618993356,38,0.37934606416884,0.998,0.993,0.86,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","DO_mg.L",5.68647058823529,2.75691074624209,34,0.472806292344696,0.965,0.931,0.658,1,1,0.997,1,1,1
"ACAD","Lake","ACBRBK","09","DO_mg.L",6.992,2.55469121020275,40,0.403932147132633,0.999,0.996,0.886,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","10","DO_mg.L",10.133,1.58468018289221,40,0.250559937043579,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","06","DOC_mgL",3.12907692307692,0.178113878870103,26,0.0349310055384753,1,1,1,1,1,1,1,1,1
"ACAD","Lake","ACBRBK","08","DOC_mgL",3.765,0.345134244981317,18,0.081348921681996,1,1,1,1,1,1,1,1,1
