"NPSTORET Org ID/Code","StationID","Visit Start Date","Depth to Activity","Depth.Units","Local Characteristic Name","Result Value/Text","Lower Quantification Limit","Upper Quantification Limit"
"NETN","NETN_ACAD_BOWL","04/12/06","epilimnion",NA,"Al.ugL","25.3",NA,NA
"NETN","NETN_ACAD_BOWL","10/11/06","epilimnion",NA,"Al.ugL","13",NA,NA
"NETN","NETN_ACAD_BOWL","05/01/07","epilimnion",NA,"Al.ugL","38",NA,NA
"NETN","NETN_ACAD_BOWL","10/29/07","epilimnion",NA,"Al.ugL","12",NA,NA
"NETN","NETN_ACAD_BOWL","04/30/08","epilimnion",NA,"Al.ugL","30",NA,NA
"NETN","NETN_ACAD_BOWL","10/28/08","epilimnion",NA,"Al.ugL","34",NA,NA
"NETN","NETN_ACAD_BOWL","04/30/09","epilimnion",NA,"Al.ugL","27",NA,NA
"NETN","NETN_ACAD_BOWL","10/26/09","epilimnion",NA,"Al.ugL","49",NA,NA
"NETN","NETN_ACAD_BOWL","04/20/10","epilimnion",NA,"Al.ugL","30",NA,NA
"NETN","NETN_ACAD_BOWL","10/18/10","epilimnion",NA,"Al.ugL","13",NA,NA
"NETN","NETN_ACAD_BOWL","04/25/11","epilimnion",NA,"Al.ugL","29",NA,NA
"NETN","NETN_ACAD_BOWL","10/17/11","epilimnion",NA,"Al.ugL","13",NA,NA
"NETN","NETN_ACAD_BOWL","04/26/12","epilimnion",NA,"Al.ugL","29",NA,NA
"NETN","NETN_ACAD_BOWL","10/15/12","epilimnion",NA,"Al.ugL","15",NA,NA
"NETN","NETN_ACAD_BOWL","04/23/13","epilimnion",NA,"Al.ugL","28",NA,NA
"NETN","NETN_ACAD_BOWL","10/28/13","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_BOWL","04/29/14","epilimnion",NA,"Al.ugL","21.1",NA,NA
"NETN","NETN_ACAD_BOWL","10/28/14","epilimnion",NA,"Al.ugL","13.3",NA,NA
"NETN","NETN_ACAD_BOWL","05/04/15","epilimnion",NA,"Al.ugL","20",NA,NA
"NETN","NETN_ACAD_BOWL","10/15/15","epilimnion",NA,"Al.ugL","4.35774",NA,NA
"NETN","NETN_ACAD_BOWL","04/20/16","epilimnion",NA,"Al.ugL","26",NA,NA
"NETN","NETN_ACAD_BOWL","10/24/16","epilimnion",NA,"Al.ugL","4.3",NA,NA
"NETN","NETN_ACAD_BOWL","04/12/17","epilimnion",NA,"Al.ugL","29.9",NA,NA
"NETN","NETN_ACAD_BOWL","10/31/17","epilimnion",NA,"Al.ugL","13.9564",NA,NA
"NETN","NETN_ACAD_BOWL","04/24/18","epilimnion",NA,"Al.ugL","23.1",NA,NA
"NETN","NETN_ACAD_BOWL","10/23/18","epilimnion",NA,"Al.ugL","16.81074",NA,NA
"NETN","NETN_ACAD_BOWL","04/24/19","epilimnion",NA,"Al.ugL","29.4",NA,NA
"NETN","NETN_ACAD_BUBL","04/12/06","epilimnion",NA,"Al.ugL","49.1",NA,NA
"NETN","NETN_ACAD_BUBL","10/17/06","epilimnion",NA,"Al.ugL","16",NA,NA
"NETN","NETN_ACAD_BUBL","05/01/07","epilimnion",NA,"Al.ugL","55",NA,NA
"NETN","NETN_ACAD_BUBL","10/24/07","epilimnion",NA,"Al.ugL","22",NA,NA
"NETN","NETN_ACAD_BUBL","04/24/08","epilimnion",NA,"Al.ugL","41.5",NA,NA
"NETN","NETN_ACAD_BUBL","10/23/08","epilimnion",NA,"Al.ugL","45",NA,NA
"NETN","NETN_ACAD_BUBL","04/23/09","epilimnion",NA,"Al.ugL","60",NA,NA
"NETN","NETN_ACAD_BUBL","10/28/09","epilimnion",NA,"Al.ugL","51",NA,NA
"NETN","NETN_ACAD_BUBL","04/21/10","epilimnion",NA,"Al.ugL","52",NA,NA
"NETN","NETN_ACAD_BUBL","10/14/10","epilimnion",NA,"Al.ugL","19",NA,NA
"NETN","NETN_ACAD_BUBL","04/19/11","epilimnion",NA,"Al.ugL","60",NA,NA
"NETN","NETN_ACAD_BUBL","10/19/11","epilimnion",NA,"Al.ugL","29",NA,NA
"NETN","NETN_ACAD_BUBL","04/30/12","epilimnion",NA,"Al.ugL","48",NA,NA
"NETN","NETN_ACAD_BUBL","10/25/12","epilimnion",NA,"Al.ugL","40",NA,NA
"NETN","NETN_ACAD_BUBL","04/22/13","epilimnion",NA,"Al.ugL","44",NA,NA
"NETN","NETN_ACAD_BUBL","10/24/13","epilimnion",NA,"Al.ugL","12",NA,NA
"NETN","NETN_ACAD_BUBL","04/28/14","epilimnion",NA,"Al.ugL","47.2",NA,NA
"NETN","NETN_ACAD_BUBL","10/29/14","epilimnion",NA,"Al.ugL","41.2",NA,NA
"NETN","NETN_ACAD_BUBL","04/23/15","epilimnion",NA,"Al.ugL","83",NA,NA
"NETN","NETN_ACAD_BUBL","10/19/15","epilimnion",NA,"Al.ugL","18.55222",NA,NA
"NETN","NETN_ACAD_BUBL","04/14/16","epilimnion",NA,"Al.ugL","60",NA,NA
"NETN","NETN_ACAD_BUBL","10/19/16","epilimnion",NA,"Al.ugL","4.5",NA,NA
"NETN","NETN_ACAD_BUBL","04/17/17","epilimnion",NA,"Al.ugL","49.1",NA,NA
"NETN","NETN_ACAD_BUBL","10/23/17","epilimnion",NA,"Al.ugL","4.35836",NA,NA
"NETN","NETN_ACAD_BUBL","04/18/18","epilimnion",NA,"Al.ugL","55.8",NA,NA
"NETN","NETN_ACAD_BUBL","10/23/18","epilimnion",NA,"Al.ugL","26.71815",NA,NA
"NETN","NETN_ACAD_BUBL","04/22/19","epilimnion",NA,"Al.ugL","69.9",NA,NA
"NETN","NETN_ACAD_EAGL","04/18/06","epilimnion",NA,"Al.ugL","17.3",NA,NA
"NETN","NETN_ACAD_EAGL","10/11/06","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/26/07","epilimnion",NA,"Al.ugL","17",NA,NA
"NETN","NETN_ACAD_EAGL","10/24/07","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/23/08","epilimnion",NA,"Al.ugL","19.2",NA,NA
"NETN","NETN_ACAD_EAGL","10/21/08","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/27/09","epilimnion",NA,"Al.ugL","17",NA,NA
"NETN","NETN_ACAD_EAGL","10/21/09","epilimnion",NA,"Al.ugL","10",NA,NA
"NETN","NETN_ACAD_EAGL","04/13/10","epilimnion",NA,"Al.ugL","17",NA,NA
"NETN","NETN_ACAD_EAGL","10/14/10","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/18/11","epilimnion",NA,"Al.ugL","25",NA,NA
"NETN","NETN_ACAD_EAGL","10/24/11","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/19/12","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","10/17/12","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/18/13","epilimnion",NA,"Al.ugL","11",NA,NA
"NETN","NETN_ACAD_EAGL","10/23/13","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_EAGL","04/28/14","epilimnion",NA,"Al.ugL","16.1",NA,NA
"NETN","NETN_ACAD_EAGL","10/20/14","epilimnion",NA,"Al.ugL","2.8",NA,NA
"NETN","NETN_ACAD_EAGL","04/23/15","epilimnion",NA,"Al.ugL","18",NA,NA
"NETN","NETN_ACAD_EAGL","10/14/15","epilimnion",NA,"Al.ugL","8.9345",NA,NA
"NETN","NETN_ACAD_EAGL","04/14/16","epilimnion",NA,"Al.ugL","15",NA,NA
"NETN","NETN_ACAD_EAGL","10/18/16","epilimnion",NA,"Al.ugL","2.5",NA,NA
"NETN","NETN_ACAD_EAGL","04/12/17","epilimnion",NA,"Al.ugL","14.5",NA,NA
"NETN","NETN_ACAD_EAGL","04/18/18","epilimnion",NA,"Al.ugL","17.4",NA,NA
"NETN","NETN_ACAD_EAGL","10/22/18","epilimnion",NA,"Al.ugL","4.3326",NA,NA
"NETN","NETN_ACAD_EAGL","04/17/19","epilimnion",NA,"Al.ugL","14.6",NA,NA
"NETN","NETN_ACAD_ECHO","04/19/06","epilimnion",NA,"Al.ugL","28.8",NA,NA
"NETN","NETN_ACAD_ECHO","10/24/06","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_ECHO","04/26/07","epilimnion",NA,"Al.ugL","41",NA,NA
"NETN","NETN_ACAD_ECHO","10/22/07","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_ECHO","04/28/08","epilimnion",NA,"Al.ugL","30.3",NA,NA
"NETN","NETN_ACAD_ECHO","10/20/08","epilimnion",NA,"Al.ugL","14",NA,NA
"NETN","NETN_ACAD_ECHO","04/22/09","epilimnion",NA,"Al.ugL","44",NA,NA
"NETN","NETN_ACAD_ECHO","10/29/09","epilimnion",NA,"Al.ugL","24",NA,NA
"NETN","NETN_ACAD_ECHO","04/28/10","epilimnion",NA,"Al.ugL","31",NA,NA
"NETN","NETN_ACAD_ECHO","10/13/10","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_ECHO","04/18/11","epilimnion",NA,"Al.ugL","52",NA,NA
"NETN","NETN_ACAD_ECHO","10/18/11","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_ECHO","04/25/12","epilimnion",NA,"Al.ugL","25",NA,NA
"NETN","NETN_ACAD_ECHO","10/22/12","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_ECHO","04/24/13","epilimnion",NA,"Al.ugL","23",NA,NA
"NETN","NETN_ACAD_ECHO","10/22/13","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_ECHO","04/28/14","epilimnion",NA,"Al.ugL","32.7",NA,NA
"NETN","NETN_ACAD_ECHO","10/21/14","epilimnion",NA,"Al.ugL","4.6",NA,NA
"NETN","NETN_ACAD_ECHO","04/22/15","epilimnion",NA,"Al.ugL","57",NA,NA
"NETN","NETN_ACAD_ECHO","10/19/15","epilimnion",NA,"Al.ugL","3.56323",NA,NA
"NETN","NETN_ACAD_ECHO","04/21/16","epilimnion",NA,"Al.ugL","25",NA,NA
"NETN","NETN_ACAD_ECHO","10/17/16","epilimnion",NA,"Al.ugL","2.7",NA,NA
"NETN","NETN_ACAD_ECHO","04/09/17","epilimnion",NA,"Al.ugL","28.4",NA,NA
"NETN","NETN_ACAD_ECHO","10/24/17","epilimnion",NA,"Al.ugL","2.42975",NA,NA
"NETN","NETN_ACAD_ECHO","04/18/18","epilimnion",NA,"Al.ugL","30.4",NA,NA
"NETN","NETN_ACAD_ECHO","10/22/18","epilimnion",NA,"Al.ugL","6.23738",NA,NA
"NETN","NETN_ACAD_ECHO","04/17/19","epilimnion",NA,"Al.ugL","38.9",NA,NA
"NETN","NETN_ACAD_JORD","04/12/06","epilimnion",NA,"Al.ugL","23.5",NA,NA
"NETN","NETN_ACAD_JORD","10/16/06","epilimnion",NA,"Al.ugL","17",NA,NA
"NETN","NETN_ACAD_JORD","05/01/07","epilimnion",NA,"Al.ugL","25",NA,NA
"NETN","NETN_ACAD_JORD","10/24/07","epilimnion",NA,"Al.ugL","12",NA,NA
"NETN","NETN_ACAD_JORD","04/24/08","epilimnion",NA,"Al.ugL","14.4",NA,NA
"NETN","NETN_ACAD_JORD","10/21/08","epilimnion",NA,"Al.ugL","19",NA,NA
"NETN","NETN_ACAD_JORD","04/23/09","epilimnion",NA,"Al.ugL","28",NA,NA
"NETN","NETN_ACAD_JORD","10/27/09","epilimnion",NA,"Al.ugL","23",NA,NA
"NETN","NETN_ACAD_JORD","04/21/10","epilimnion",NA,"Al.ugL","27",NA,NA
"NETN","NETN_ACAD_JORD","10/26/10","epilimnion",NA,"Al.ugL","16",NA,NA
"NETN","NETN_ACAD_JORD","04/20/11","epilimnion",NA,"Al.ugL","32",NA,NA
"NETN","NETN_ACAD_JORD","10/19/11","epilimnion",NA,"Al.ugL","14",NA,NA
"NETN","NETN_ACAD_JORD","04/30/12","epilimnion",NA,"Al.ugL","20",NA,NA
"NETN","NETN_ACAD_JORD","10/18/12","epilimnion",NA,"Al.ugL","16",NA,NA
"NETN","NETN_ACAD_JORD","04/22/13","epilimnion",NA,"Al.ugL","19",NA,NA
"NETN","NETN_ACAD_JORD","10/23/13","epilimnion",NA,"Al.ugL","18",NA,NA
"NETN","NETN_ACAD_JORD","04/24/14","epilimnion",NA,"Al.ugL","24.3",NA,NA
"NETN","NETN_ACAD_JORD","10/29/14","epilimnion",NA,"Al.ugL","14.8",NA,NA
"NETN","NETN_ACAD_JORD","04/23/15","epilimnion",NA,"Al.ugL","23",NA,NA
"NETN","NETN_ACAD_JORD","10/20/15","epilimnion",NA,"Al.ugL","21.56162",NA,NA
"NETN","NETN_ACAD_JORD","04/13/16","epilimnion",NA,"Al.ugL","32",NA,NA
"NETN","NETN_ACAD_JORD","10/19/16","epilimnion",NA,"Al.ugL","6.4",NA,NA
"NETN","NETN_ACAD_JORD","04/17/17","epilimnion",NA,"Al.ugL","20.4",NA,NA
"NETN","NETN_ACAD_JORD","10/23/17","epilimnion",NA,"Al.ugL","7.87008",NA,NA
"NETN","NETN_ACAD_JORD","04/18/18","epilimnion",NA,"Al.ugL","18.2",NA,NA
"NETN","NETN_ACAD_JORD","10/23/18","epilimnion",NA,"Al.ugL","12.6739",NA,NA
"NETN","NETN_ACAD_JORD","04/22/19","epilimnion",NA,"Al.ugL","26.9",NA,NA
"NETN","NETN_ACAD_LONG","04/18/06","epilimnion",NA,"Al.ugL","33",NA,NA
"NETN","NETN_ACAD_LONG","10/24/06","epilimnion",NA,"Al.ugL","23",NA,NA
"NETN","NETN_ACAD_LONG","04/26/07","epilimnion",NA,"Al.ugL","43",NA,NA
"NETN","NETN_ACAD_LONG","10/22/07","epilimnion",NA,"Al.ugL","16",NA,NA
"NETN","NETN_ACAD_LONG","04/28/08","epilimnion",NA,"Al.ugL","35.2",NA,NA
"NETN","NETN_ACAD_LONG","10/27/08","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_LONG","04/22/09","epilimnion",NA,"Al.ugL","51",NA,NA
"NETN","NETN_ACAD_LONG","10/21/09","epilimnion",NA,"Al.ugL","34",NA,NA
"NETN","NETN_ACAD_LONG","04/20/10","epilimnion",NA,"Al.ugL","50",NA,NA
"NETN","NETN_ACAD_LONG","10/20/10","epilimnion",NA,"Al.ugL","21",NA,NA
"NETN","NETN_ACAD_LONG","04/18/11","epilimnion",NA,"Al.ugL","53",NA,NA
"NETN","NETN_ACAD_LONG","10/18/11","epilimnion",NA,"Al.ugL","19",NA,NA
"NETN","NETN_ACAD_LONG","04/25/12","epilimnion",NA,"Al.ugL","32",NA,NA
"NETN","NETN_ACAD_LONG","10/24/12","epilimnion",NA,"Al.ugL","20",NA,NA
"NETN","NETN_ACAD_LONG","04/25/13","epilimnion",NA,"Al.ugL","36",NA,NA
"NETN","NETN_ACAD_LONG","10/29/13","epilimnion",NA,"Al.ugL","19",NA,NA
"NETN","NETN_ACAD_LONG","04/28/14","epilimnion",NA,"Al.ugL","35.5",NA,NA
"NETN","NETN_ACAD_LONG","10/21/14","epilimnion",NA,"Al.ugL","13.9",NA,NA
"NETN","NETN_ACAD_LONG","04/22/15","epilimnion",NA,"Al.ugL","51",NA,NA
"NETN","NETN_ACAD_LONG","10/14/15","epilimnion",NA,"Al.ugL","15.24595",NA,NA
"NETN","NETN_ACAD_LONG","04/20/16","epilimnion",NA,"Al.ugL","29",NA,NA
"NETN","NETN_ACAD_LONG","10/17/16","epilimnion",NA,"Al.ugL","6.6",NA,NA
"NETN","NETN_ACAD_LONG","04/09/17","epilimnion",NA,"Al.ugL","24.7",NA,NA
"NETN","NETN_ACAD_LONG","10/27/17","epilimnion",NA,"Al.ugL","9.95727",NA,NA
"NETN","NETN_ACAD_LONG","04/18/18","epilimnion",NA,"Al.ugL","31.3",NA,NA
"NETN","NETN_ACAD_LONG","10/29/18","epilimnion",NA,"Al.ugL","16.48866",NA,NA
"NETN","NETN_ACAD_LONG","04/17/19","epilimnion",NA,"Al.ugL","37.7",NA,NA
"NETN","NETN_ACAD_SAMP","04/12/06","epilimnion",NA,"Al.ugL","188.6",NA,NA
"NETN","NETN_ACAD_SAMP","10/11/06","epilimnion",NA,"Al.ugL","132",NA,NA
"NETN","NETN_ACAD_SAMP","05/02/07","epilimnion",NA,"Al.ugL","220",NA,NA
"NETN","NETN_ACAD_SAMP","10/23/07","epilimnion",NA,"Al.ugL","188",NA,NA
"NETN","NETN_ACAD_SAMP","04/30/08","epilimnion",NA,"Al.ugL","214",NA,NA
"NETN","NETN_ACAD_SAMP","10/20/08","epilimnion",NA,"Al.ugL","258",NA,NA
"NETN","NETN_ACAD_SAMP","04/27/09","epilimnion",NA,"Al.ugL","265",NA,NA
"NETN","NETN_ACAD_SAMP","10/20/09","epilimnion",NA,"Al.ugL","224",NA,NA
"NETN","NETN_ACAD_SAMP","04/22/10","epilimnion",NA,"Al.ugL","198",NA,NA
"NETN","NETN_ACAD_SAMP","10/19/10","epilimnion",NA,"Al.ugL","201",NA,NA
"NETN","NETN_ACAD_SAMP","04/25/11","epilimnion",NA,"Al.ugL","191",NA,NA
"NETN","NETN_ACAD_SAMP","10/25/11","epilimnion",NA,"Al.ugL","213",NA,NA
"NETN","NETN_ACAD_SAMP","04/18/12","epilimnion",NA,"Al.ugL","156",NA,NA
"NETN","NETN_ACAD_SAMP","10/18/12","epilimnion",NA,"Al.ugL","156",NA,NA
"NETN","NETN_ACAD_SAMP","04/29/13","epilimnion",NA,"Al.ugL","197",NA,NA
"NETN","NETN_ACAD_SAMP","10/28/13","epilimnion",NA,"Al.ugL","112",NA,NA
"NETN","NETN_ACAD_SAMP","04/30/14","epilimnion",NA,"Al.ugL","169",NA,NA
"NETN","NETN_ACAD_SAMP","10/30/14","epilimnion",NA,"Al.ugL","188",NA,NA
"NETN","NETN_ACAD_SAMP","05/05/15","epilimnion",NA,"Al.ugL","190",NA,NA
"NETN","NETN_ACAD_SAMP","10/21/15","epilimnion",NA,"Al.ugL","119",NA,NA
"NETN","NETN_ACAD_SAMP","04/27/16","epilimnion",NA,"Al.ugL","211",NA,NA
"NETN","NETN_ACAD_SAMP","10/24/16","epilimnion",NA,"Al.ugL","136",NA,NA
"NETN","NETN_ACAD_SAMP","04/17/17","epilimnion",NA,"Al.ugL","196",NA,NA
"NETN","NETN_ACAD_SAMP","10/31/17","epilimnion",NA,"Al.ugL","188.6827",NA,NA
"NETN","NETN_ACAD_SAMP","04/25/18","epilimnion",NA,"Al.ugL","186",NA,NA
"NETN","NETN_ACAD_SAMP","10/25/18","epilimnion",NA,"Al.ugL","174.65448",NA,NA
"NETN","NETN_ACAD_SAMP","04/29/19","epilimnion",NA,"Al.ugL","199",NA,NA
"NETN","NETN_ACAD_SEAL","04/19/06","epilimnion",NA,"Al.ugL","78.3",NA,NA
"NETN","NETN_ACAD_SEAL","10/24/06","epilimnion",NA,"Al.ugL","15",NA,NA
"NETN","NETN_ACAD_SEAL","04/25/07","epilimnion",NA,"Al.ugL","108",NA,NA
"NETN","NETN_ACAD_SEAL","10/22/07","epilimnion",NA,"Al.ugL","*Present <QL","10",NA
"NETN","NETN_ACAD_SEAL","04/29/08","epilimnion",NA,"Al.ugL","90.8",NA,NA
"NETN","NETN_ACAD_SEAL","10/20/08","epilimnion",NA,"Al.ugL","59",NA,NA
"NETN","NETN_ACAD_SEAL","04/29/09","epilimnion",NA,"Al.ugL","93",NA,NA
"NETN","NETN_ACAD_SEAL","10/21/09","epilimnion",NA,"Al.ugL","34",NA,NA
"NETN","NETN_ACAD_SEAL","04/29/10","epilimnion",NA,"Al.ugL","89",NA,NA
"NETN","NETN_ACAD_SEAL","10/18/10","epilimnion",NA,"Al.ugL","28",NA,NA
"NETN","NETN_ACAD_SEAL","04/21/11","epilimnion",NA,"Al.ugL","109",NA,NA
"NETN","NETN_ACAD_SEAL","10/24/11","epilimnion",NA,"Al.ugL","17",NA,NA
"NETN","NETN_ACAD_SEAL","04/25/12","epilimnion",NA,"Al.ugL","99",NA,NA
"NETN","NETN_ACAD_SEAL","10/25/12","epilimnion",NA,"Al.ugL","22",NA,NA
"NETN","NETN_ACAD_SEAL","04/25/13","epilimnion",NA,"Al.ugL","80",NA,NA
"NETN","NETN_ACAD_SEAL","10/22/13","epilimnion",NA,"Al.ugL","17",NA,NA
"NETN","NETN_ACAD_SEAL","04/28/14","epilimnion",NA,"Al.ugL","93.7",NA,NA
"NETN","NETN_ACAD_SEAL","10/27/14","epilimnion",NA,"Al.ugL","22.7",NA,NA
"NETN","NETN_ACAD_SEAL","04/22/15","epilimnion",NA,"Al.ugL","109",NA,NA
"NETN","NETN_ACAD_SEAL","10/19/15","epilimnion",NA,"Al.ugL","9.3568",NA,NA
"NETN","NETN_ACAD_SEAL","04/13/16","epilimnion",NA,"Al.ugL","94",NA,NA
"NETN","NETN_ACAD_SEAL","10/20/16","epilimnion",NA,"Al.ugL","3.8",NA,NA
"NETN","NETN_ACAD_SEAL","04/09/17","epilimnion",NA,"Al.ugL","79.8",NA,NA
"NETN","NETN_ACAD_SEAL","10/24/17","epilimnion",NA,"Al.ugL","5.01749",NA,NA
"NETN","NETN_ACAD_SEAL","04/18/18","epilimnion",NA,"Al.ugL","102",NA,NA
"NETN","NETN_ACAD_SEAL","10/15/18","epilimnion",NA,"Al.ugL","17.63861",NA,NA
"NETN","NETN_ACAD_SEAL","04/17/19","epilimnion",NA,"Al.ugL","107",NA,NA
"NETN","NETN_ACAD_UHAD","04/18/06","epilimnion",NA,"Al.ugL","50.9",NA,NA
"NETN","NETN_ACAD_UHAD","10/11/06","epilimnion",NA,"Al.ugL","21",NA,NA
"NETN","NETN_ACAD_UHAD","04/30/07","epilimnion",NA,"Al.ugL","92",NA,NA
"NETN","NETN_ACAD_UHAD","10/18/07","epilimnion",NA,"Al.ugL","28",NA,NA
"NETN","NETN_ACAD_UHAD","04/23/08","epilimnion",NA,"Al.ugL","97.3",NA,NA
"NETN","NETN_ACAD_UHAD","10/21/08","epilimnion",NA,"Al.ugL","141",NA,NA
"NETN","NETN_ACAD_UHAD","04/22/09","epilimnion",NA,"Al.ugL","122",NA,NA
"NETN","NETN_ACAD_UHAD","10/15/09","epilimnion",NA,"Al.ugL","80",NA,NA
"NETN","NETN_ACAD_UHAD","04/14/10","epilimnion",NA,"Al.ugL","121",NA,NA
"NETN","NETN_ACAD_UHAD","10/20/10","epilimnion",NA,"Al.ugL","90",NA,NA
"NETN","NETN_ACAD_UHAD","04/19/11","epilimnion",NA,"Al.ugL","121",NA,NA
"NETN","NETN_ACAD_UHAD","10/24/11","epilimnion",NA,"Al.ugL","74",NA,NA
"NETN","NETN_ACAD_UHAD","04/19/12","epilimnion",NA,"Al.ugL","53",NA,NA
"NETN","NETN_ACAD_UHAD","10/17/12","epilimnion",NA,"Al.ugL","65",NA,NA
"NETN","NETN_ACAD_UHAD","04/18/13","epilimnion",NA,"Al.ugL","85",NA,NA
"NETN","NETN_ACAD_UHAD","10/21/13","epilimnion",NA,"Al.ugL","24",NA,NA
"NETN","NETN_ACAD_UHAD","04/23/14","epilimnion",NA,"Al.ugL","105",NA,NA
"NETN","NETN_ACAD_UHAD","10/20/14","epilimnion",NA,"Al.ugL","54.7",NA,NA
"NETN","NETN_ACAD_UHAD","04/23/15","epilimnion",NA,"Al.ugL","125",NA,NA
"NETN","NETN_ACAD_UHAD","10/14/15","epilimnion",NA,"Al.ugL","38.25093",NA,NA
"NETN","NETN_ACAD_UHAD","04/21/16","epilimnion",NA,"Al.ugL","74",NA,NA
"NETN","NETN_ACAD_UHAD","10/19/16","epilimnion",NA,"Al.ugL","4.3",NA,NA
"NETN","NETN_ACAD_UHAD","04/12/17","epilimnion",NA,"Al.ugL","107",NA,NA
"NETN","NETN_ACAD_UHAD","10/23/17","epilimnion",NA,"Al.ugL","7.19",NA,NA
"NETN","NETN_ACAD_UHAD","04/18/18","epilimnion",NA,"Al.ugL","132",NA,NA
"NETN","NETN_ACAD_UHAD","10/15/18","epilimnion",NA,"Al.ugL","74.90927",NA,NA
"NETN","NETN_ACAD_UHAD","04/22/19","epilimnion",NA,"Al.ugL","114",NA,NA
"NETN","NETN_ACAD_WHOL","04/13/06","epilimnion",NA,"Al.ugL","24.3",NA,NA
"NETN","NETN_ACAD_WHOL","10/16/06","epilimnion",NA,"Al.ugL","23",NA,NA
"NETN","NETN_ACAD_WHOL","05/02/07","epilimnion",NA,"Al.ugL","27",NA,NA
"NETN","NETN_ACAD_WHOL","10/18/07","epilimnion",NA,"Al.ugL","20",NA,NA
"NETN","NETN_ACAD_WHOL","04/29/08","epilimnion",NA,"Al.ugL","27.1",NA,NA
"NETN","NETN_ACAD_WHOL","10/23/08","epilimnion",NA,"Al.ugL","39",NA,NA
"NETN","NETN_ACAD_WHOL","04/29/09","epilimnion",NA,"Al.ugL","25",NA,NA
"NETN","NETN_ACAD_WHOL","10/27/09","epilimnion",NA,"Al.ugL","38",NA,NA
"NETN","NETN_ACAD_WHOL","04/14/10","epilimnion",NA,"Al.ugL","27",NA,NA
"NETN","NETN_ACAD_WHOL","10/18/10","epilimnion",NA,"Al.ugL","16",NA,NA
"NETN","NETN_ACAD_WHOL","04/26/11","epilimnion",NA,"Al.ugL","36",NA,NA
"NETN","NETN_ACAD_WHOL","10/25/11","epilimnion",NA,"Al.ugL","28",NA,NA
"NETN","NETN_ACAD_WHOL","04/19/12","epilimnion",NA,"Al.ugL","26",NA,NA
"NETN","NETN_ACAD_WHOL","10/24/12","epilimnion",NA,"Al.ugL","33",NA,NA
"NETN","NETN_ACAD_WHOL","04/23/13","epilimnion",NA,"Al.ugL","23",NA,NA
"NETN","NETN_ACAD_WHOL","10/21/13","epilimnion",NA,"Al.ugL","13",NA,NA
"NETN","NETN_ACAD_WHOL","04/29/14","epilimnion",NA,"Al.ugL","29.3",NA,NA
"NETN","NETN_ACAD_WHOL","10/27/14","epilimnion",NA,"Al.ugL","18.5",NA,NA
"NETN","NETN_ACAD_WHOL","04/22/15","epilimnion",NA,"Al.ugL","35",NA,NA
"NETN","NETN_ACAD_WHOL","10/21/15","epilimnion",NA,"Al.ugL","7.7",NA,NA
"NETN","NETN_ACAD_WHOL","04/20/16","epilimnion",NA,"Al.ugL","30",NA,NA
"NETN","NETN_ACAD_WHOL","10/17/16","epilimnion",NA,"Al.ugL","9.3",NA,NA
"NETN","NETN_ACAD_WHOL","04/09/17","epilimnion",NA,"Al.ugL","40.1",NA,NA
"NETN","NETN_ACAD_WHOL","10/18/17","epilimnion",NA,"Al.ugL","7.95128",NA,NA
"NETN","NETN_ACAD_WHOL","04/25/18","epilimnion",NA,"Al.ugL","37.4",NA,NA
"NETN","NETN_ACAD_WHOL","10/23/18","epilimnion",NA,"Al.ugL","25.39034",NA,NA
"NETN","NETN_ACAD_WHOL","04/24/19","epilimnion",NA,"Al.ugL","33.7",NA,NA
"NETN","NETN_ACAD_ABIN","05/13/08","stream",NA,"ANC.ueqL","81.6",NA,NA
"NETN","NETN_ACAD_ABIN","08/04/08","stream",NA,"ANC.ueqL","101",NA,NA
"NETN","NETN_ACAD_ABIN","05/04/10","stream",NA,"ANC.ueqL","139",NA,NA
"NETN","NETN_ACAD_ABIN","08/02/10","stream",NA,"ANC.ueqL","188",NA,NA
