".id","ACANTB","ACBOWL","ACBRBK","ACBUBL","ACEAGL","ACECHO","ACHODG","ACJORD","ACLBRK","ACLHAD","ACLONG","ACLPIH","ACROUN","ACSAMP","ACSEAL","ACSEAW","ACUBRK","ACUHAD","ACWHOL","ACWOOD"
"TotDissN_mgL",NA,NA,NA,NA,NA,-0.15,NA,-1,NA,NA,0.54,NA,1,NA,0.67,NA,0.01,0.21,-0.46,-0.1
"TotDissN_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TotDissN_mgL",NA,NA,NA,NA,NA,-0.14,0.43,-0.69,NA,-1,-0.35,NA,0.67,NA,1,-0.3,0.75,0.1,0.4,0.67
"TotDissN_mgL",NA,NA,NA,NA,NA,-0.68,0.1,NA,NA,1,-0.76,NA,NA,NA,-0.3,1,NA,0.95,0.04,NA
"TotDissN_mgL",NA,NA,NA,NA,NA,0.91,NA,-1,NA,NA,-0.63,NA,0.01,NA,0.75,NA,1,0.97,0.84,0.99
"TotDissN_mgL",NA,NA,NA,-1,NA,0.29,0.95,-0.6,NA,1,-0.39,NA,0.21,NA,0.1,0.95,0.97,1,0.86,0.93
"TotDissN_mgL",NA,NA,NA,-1,NA,0.35,0.99,0.06,NA,1,-0.2,NA,-0.46,NA,0.4,0.04,0.84,0.86,1,0.84
"TotDissN_mgL",NA,NA,NA,NA,NA,0.92,NA,-1,NA,NA,-0.67,NA,-0.1,NA,0.67,NA,0.99,0.93,0.84,1
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO2.NO3_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,1,0.84,0.2,NA,0.8,NA,NA,0.88,NA,NA,NA,1,NA,NA,-0.46,NA,NA
"NO3N_Calc_mgL",NA,1,NA,0.84,1,0.99,NA,0.96,NA,NA,-0.24,NA,NA,NA,1,NA,NA,-0.2,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,0.2,0.99,1,NA,0.83,NA,NA,0.15,NA,NA,NA,0.99,NA,NA,-0.74,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,0.8,0.96,0.83,NA,1,NA,NA,0.32,NA,NA,NA,NA,NA,NA,-0.91,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,1,NA,0.88,-0.24,0.15,NA,0.32,NA,NA,1,NA,NA,NA,0.55,NA,NA,-0.17,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,1,1,0.99,NA,NA,NA,NA,0.55,NA,NA,NA,1,NA,NA,-0.89,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3N_Calc_mgL",NA,1,NA,-0.46,-0.2,-0.74,NA,-0.91,NA,NA,-0.17,NA,NA,NA,-0.89,NA,NA,1,NA,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NO3N_Calc_mgL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,1,0.84,0.2,NA,0.8,NA,NA,0.88,NA,NA,NA,1,NA,NA,-0.49,NA,NA
"NO3_ueqL",NA,1,NA,0.84,1,0.99,NA,0.96,NA,NA,-0.25,NA,NA,NA,1,NA,NA,-0.19,NA,NA
"NO3_ueqL",NA,NA,NA,0.2,0.99,1,NA,0.79,NA,NA,0.15,NA,NA,NA,0.99,NA,NA,-0.71,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,0.8,0.96,0.79,NA,1,NA,NA,0.32,NA,NA,NA,NA,NA,NA,-0.94,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,1,NA,0.88,-0.25,0.15,NA,0.32,NA,NA,1,NA,NA,NA,0.55,NA,NA,-0.18,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,1,1,0.99,NA,NA,NA,NA,0.55,NA,NA,NA,1,NA,NA,-0.9,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO3_ueqL",NA,1,NA,-0.49,-0.19,-0.71,NA,-0.94,NA,NA,-0.18,NA,NA,NA,-0.9,NA,NA,1,NA,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NO3_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO4_ueqL",1,NA,0.71,0.94,0.88,0.84,NA,0.79,0.51,NA,0.83,NA,NA,NA,0.72,NA,NA,0.82,-0.08,NA
"SO4_ueqL",NA,1,NA,0.56,0.77,0.69,NA,0.65,NA,NA,0.83,NA,NA,0.75,0.67,NA,NA,0.58,-0.12,NA
"SO4_ueqL",0.71,NA,1,0.77,0.61,0.67,NA,0.69,0.96,NA,0.69,NA,NA,NA,0.84,NA,NA,0.94,0.57,NA
"SO4_ueqL",0.94,0.56,0.77,1,0.52,0.82,-0.08,0.93,0.55,-0.02,0.64,NA,-1,0.85,0.43,-0.98,-1,0.53,0.21,-1
"SO4_ueqL",0.88,0.77,0.61,0.52,1,0.55,0.3,0.5,0.26,0.34,0.87,NA,1,0.3,0.42,-0.94,1,0.56,0.04,1
"SO4_ueqL",0.84,0.69,0.67,0.82,0.55,1,0.46,0.85,0.33,0.48,0.83,NA,1,0.73,0.54,-0.87,1,0.58,0.05,1
"SO4_ueqL",NA,NA,NA,-0.08,0.3,0.46,1,0.76,NA,0.98,0.26,NA,NA,NA,0.99,-0.03,NA,0.97,0.95,NA
"SO4_ueqL",0.79,0.65,0.69,0.93,0.5,0.85,0.76,1,0.47,0.78,0.65,NA,-1,0.87,0.56,-0.66,-1,0.6,0.3,-1
"SO4_ueqL",0.51,NA,0.96,0.55,0.26,0.33,NA,0.47,1,NA,0.36,NA,NA,NA,0.69,NA,NA,0.81,0.78,NA
"SO4_ueqL",NA,NA,NA,-0.02,0.34,0.48,0.98,0.78,NA,1,0.3,NA,NA,NA,1,-0.11,NA,1,0.89,NA
"SO4_ueqL",0.83,0.83,0.69,0.64,0.87,0.83,0.26,0.65,0.36,0.3,1,NA,NA,0.52,0.47,-0.96,NA,0.58,-0.06,NA
"SO4_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO4_ueqL",NA,NA,NA,-1,1,1,NA,-1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1
"SO4_ueqL",NA,0.75,NA,0.85,0.3,0.73,NA,0.87,NA,NA,0.52,NA,NA,1,0.6,NA,NA,0.36,-0.01,NA
"SO4_ueqL",0.72,0.67,0.84,0.43,0.42,0.54,0.99,0.56,0.69,1,0.47,NA,1,0.6,1,-0.11,1,0.74,0.64,1
"SO4_ueqL",NA,NA,NA,-0.98,-0.94,-0.87,-0.03,-0.66,NA,-0.11,-0.96,NA,NA,NA,-0.11,1,NA,-0.17,0.26,NA
"SO4_ueqL",NA,NA,NA,-1,1,1,NA,-1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1
"SO4_ueqL",0.82,0.58,0.94,0.53,0.56,0.58,0.97,0.6,0.81,1,0.58,NA,1,0.36,0.74,-0.17,1,1,0.42,1
"SO4_ueqL",-0.08,-0.12,0.57,0.21,0.04,0.05,0.95,0.3,0.78,0.89,-0.06,NA,NA,-0.01,0.64,0.26,NA,0.42,1,NA
"SO4_ueqL",NA,NA,NA,-1,1,1,NA,-1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1
"Cl_ueqL",1,NA,0.44,-0.44,-0.79,0.72,NA,-0.2,0.25,NA,0.96,NA,NA,NA,0.85,NA,NA,-0.05,0.58,NA
"Cl_ueqL",NA,1,NA,0.95,0.64,0.59,NA,0.49,NA,NA,0.74,NA,NA,0.96,0.71,NA,NA,0.72,0.91,NA
"Cl_ueqL",0.44,NA,1,0.28,-0.88,0.94,NA,-0.82,0.98,NA,0.25,NA,NA,NA,0.84,NA,NA,0.86,0.85,NA
"Cl_ueqL",-0.44,0.95,0.28,1,0.65,0.46,0.9,0.63,0.43,0.99,0.54,NA,-1,0.92,0.57,0.98,1,0.69,0.8,-1
"Cl_ueqL",-0.79,0.64,-0.88,0.65,1,0.05,0.95,0.8,-0.77,0.97,0.73,NA,-1,0.61,0.2,0.9,1,0.43,0.71,-1
"Cl_ueqL",0.72,0.59,0.94,0.46,0.05,1,0.99,-0.05,0.85,0.98,0.43,NA,-1,0.72,0.71,0.93,1,0.6,0.31,-1
"Cl_ueqL",NA,NA,NA,0.9,0.95,0.99,1,0.54,NA,0.94,0.92,NA,NA,NA,0.98,0.86,NA,0.92,0.9,NA
"Cl_ueqL",-0.2,0.49,-0.82,0.63,0.8,-0.05,0.54,1,-0.82,0.73,0.53,NA,1,0.37,0.1,0.72,-1,0.22,0.68,1
"Cl_ueqL",0.25,NA,0.98,0.43,-0.77,0.85,NA,-0.82,1,NA,0.06,NA,NA,NA,0.71,NA,NA,0.94,0.8,NA
"Cl_ueqL",NA,NA,NA,0.99,0.97,0.98,0.94,0.73,NA,1,0.73,NA,NA,NA,0.99,0.98,NA,1,0.98,NA
"Cl_ueqL",0.96,0.74,0.25,0.54,0.73,0.43,0.92,0.53,0.06,0.73,1,NA,-1,0.8,0.29,0.62,1,0.39,0.67,-1
"Cl_ueqL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cl_ueqL",NA,NA,NA,-1,-1,-1,NA,1,NA,NA,-1,NA,1,NA,-1,NA,-1,-1,-1,1
"Cl_ueqL",NA,0.96,NA,0.92,0.61,0.72,NA,0.37,NA,NA,0.8,NA,NA,1,0.8,NA,NA,0.77,0.88,NA
"Cl_ueqL",0.85,0.71,0.84,0.57,0.2,0.71,0.98,0.1,0.71,0.99,0.29,NA,-1,0.8,1,0.93,1,0.68,0.38,-1
"Cl_ueqL",NA,NA,NA,0.98,0.9,0.93,0.86,0.72,NA,0.98,0.62,NA,NA,NA,0.93,1,NA,0.99,0.95,NA
"Cl_ueqL",NA,NA,NA,1,1,1,NA,-1,NA,NA,1,NA,-1,NA,1,NA,1,1,1,-1
"Cl_ueqL",-0.05,0.72,0.86,0.69,0.43,0.6,0.92,0.22,0.94,1,0.39,NA,-1,0.77,0.68,0.99,1,1,0.6,-1
"Cl_ueqL",0.58,0.91,0.85,0.8,0.71,0.31,0.9,0.68,0.8,0.98,0.67,NA,-1,0.88,0.38,0.95,1,0.6,1,-1
"Cl_ueqL",NA,NA,NA,-1,-1,-1,NA,1,NA,NA,-1,NA,1,NA,-1,NA,-1,-1,-1,1
