".id","ACANTB","ACBOWL","ACBRBK","ACBUBL","ACEAGL","ACECHO","ACHODG","ACJORD","ACLBRK","ACLHAD","ACLONG","ACLPIH","ACROUN","ACSAMP","ACSEAL","ACSEAW","ACUBRK","ACUHAD","ACWHOL","ACWOOD"
"Avg.Surface.Temp..C.",1,0.69,0.89,0.87,0.67,0.76,NA,0.73,0.94,NA,0.7,0.97,NA,0.98,0.81,NA,NA,0.86,0.95,NA
"Avg.Surface.Temp..C.",0.69,1,0.72,0.47,0.24,0.2,0.21,0.23,0.68,0.25,0.21,NA,1,0.52,0.59,0.99,1,0.36,0.6,1
"Avg.Surface.Temp..C.",0.89,0.72,1,0.91,0.75,0.84,NA,0.8,0.89,NA,0.78,0.97,NA,0.99,0.89,NA,NA,0.87,0.91,NA
"Avg.Surface.Temp..C.",0.87,0.47,0.91,1,0.95,0.97,0.86,0.95,0.91,0.96,0.96,0.97,0.95,0.12,0.96,0.82,0.92,0.96,0.93,0.96
"Avg.Surface.Temp..C.",0.67,0.24,0.75,0.95,1,0.97,0.79,0.95,0.77,0.91,0.97,0.9,0.87,-0.22,0.92,0.63,0.83,0.93,0.85,0.88
"Avg.Surface.Temp..C.",0.76,0.2,0.84,0.97,0.97,1,0.87,0.96,0.85,0.93,0.98,0.89,0.89,-0.01,0.96,0.77,0.86,0.94,0.87,0.9
"Avg.Surface.Temp..C.",NA,0.21,NA,0.86,0.79,0.87,1,0.89,NA,0.9,0.87,0.42,NA,0.49,0.96,0.86,NA,0.93,0.86,NA
"Avg.Surface.Temp..C.",0.73,0.23,0.8,0.95,0.95,0.96,0.89,1,0.86,0.95,0.96,0.97,0.88,0.07,0.93,0.82,0.86,0.92,0.86,0.9
"Avg.Surface.Temp..C.",0.94,0.68,0.89,0.91,0.77,0.85,NA,0.86,1,NA,0.81,0.96,NA,0.98,0.87,NA,NA,0.9,0.97,NA
"Avg.Surface.Temp..C.",NA,0.25,NA,0.96,0.91,0.93,0.9,0.95,NA,1,0.9,0.96,NA,0.53,0.92,0.8,NA,0.94,0.95,NA
"Avg.Surface.Temp..C.",0.7,0.21,0.78,0.96,0.97,0.98,0.87,0.96,0.81,0.9,1,0.86,0.88,-0.16,0.94,0.77,0.82,0.94,0.85,0.88
"Avg.Surface.Temp..C.",0.97,NA,0.97,0.97,0.9,0.89,0.42,0.97,0.96,0.96,0.86,1,0.67,NA,0.81,-0.02,0.99,0.87,0.93,1
"Avg.Surface.Temp..C.",NA,1,NA,0.95,0.87,0.89,NA,0.88,NA,NA,0.88,0.67,1,1,0.97,NA,0.96,0.96,0.97,0.97
"Avg.Surface.Temp..C.",0.98,0.52,0.99,0.12,-0.22,-0.01,0.49,0.07,0.98,0.53,-0.16,NA,1,1,0.32,0.9,1,0.12,0.52,1
"Avg.Surface.Temp..C.",0.81,0.59,0.89,0.96,0.92,0.96,0.96,0.93,0.87,0.92,0.94,0.81,0.97,0.32,1,0.82,0.95,0.96,0.92,0.97
"Avg.Surface.Temp..C.",NA,0.99,NA,0.82,0.63,0.77,0.86,0.82,NA,0.8,0.77,-0.02,NA,0.9,0.82,1,NA,0.81,0.78,NA
"Avg.Surface.Temp..C.",NA,1,NA,0.92,0.83,0.86,NA,0.86,NA,NA,0.82,0.99,0.96,1,0.95,NA,1,0.92,0.97,0.95
"Avg.Surface.Temp..C.",0.86,0.36,0.87,0.96,0.93,0.94,0.93,0.92,0.9,0.94,0.94,0.87,0.96,0.12,0.96,0.81,0.92,1,0.93,0.97
"Avg.Surface.Temp..C.",0.95,0.6,0.91,0.93,0.85,0.87,0.86,0.86,0.97,0.95,0.85,0.93,0.97,0.52,0.92,0.78,0.97,0.93,1,0.97
"Avg.Surface.Temp..C.",NA,1,NA,0.96,0.88,0.9,NA,0.9,NA,NA,0.88,1,0.97,1,0.97,NA,0.95,0.97,0.97,1
"Avg.Surface.DO..mg.L.",1,0.3,0.74,0.85,0.66,0.77,NA,0.76,0.73,NA,0.71,0.95,NA,1,0.84,NA,NA,0.83,0.73,NA
"Avg.Surface.DO..mg.L.",0.3,1,0.45,0.57,0.4,0.44,-0.6,0.4,-0.07,-0.49,0.45,NA,1,0.57,0.48,0.14,-1,0.5,0.37,1
"Avg.Surface.DO..mg.L.",0.74,0.45,1,0.82,0.54,0.67,NA,0.66,0.8,NA,0.57,0.81,NA,0.99,0.81,NA,NA,0.76,0.78,NA
"Avg.Surface.DO..mg.L.",0.85,0.57,0.82,1,0.94,0.94,0.91,0.95,0.89,0.95,0.94,0.89,0.92,0.35,0.88,0.61,0.57,0.96,0.93,0.92
"Avg.Surface.DO..mg.L.",0.66,0.4,0.54,0.94,1,0.97,0.78,0.95,0.69,0.79,0.97,0.86,0.82,0.06,0.81,0.49,0.52,0.93,0.86,0.76
"Avg.Surface.DO..mg.L.",0.77,0.44,0.67,0.94,0.97,1,0.84,0.95,0.78,0.78,0.98,0.9,0.8,0.2,0.85,0.55,0.45,0.93,0.85,0.73
"Avg.Surface.DO..mg.L.",NA,-0.6,NA,0.91,0.78,0.84,1,0.79,NA,0.9,0.87,0.98,NA,-0.87,0.8,0.59,NA,0.94,0.82,NA
"Avg.Surface.DO..mg.L.",0.76,0.4,0.66,0.95,0.95,0.95,0.79,1,0.82,0.84,0.95,0.83,0.85,0.16,0.84,0.5,0.44,0.93,0.87,0.81
"Avg.Surface.DO..mg.L.",0.73,-0.07,0.8,0.89,0.69,0.78,NA,0.82,1,NA,0.65,0.98,NA,0.97,0.83,NA,NA,0.85,0.91,NA
"Avg.Surface.DO..mg.L.",NA,-0.49,NA,0.95,0.79,0.78,0.9,0.84,NA,1,0.78,0.81,NA,-0.8,0.75,0.55,NA,0.96,0.87,NA
"Avg.Surface.DO..mg.L.",0.71,0.45,0.57,0.94,0.97,0.98,0.87,0.95,0.65,0.78,1,0.88,0.86,0.11,0.84,0.53,0.53,0.93,0.85,0.79
"Avg.Surface.DO..mg.L.",0.95,NA,0.81,0.89,0.86,0.9,0.98,0.83,0.98,0.81,0.88,1,0.66,NA,0.89,-0.85,-0.1,0.81,0.76,1
"Avg.Surface.DO..mg.L.",NA,1,NA,0.92,0.82,0.8,NA,0.85,NA,NA,0.86,0.66,1,1,0.88,NA,0.59,0.93,0.9,0.95
"Avg.Surface.DO..mg.L.",1,0.57,0.99,0.35,0.06,0.2,-0.87,0.16,0.97,-0.8,0.11,NA,1,1,0.54,0.53,-1,0.18,0.41,1
"Avg.Surface.DO..mg.L.",0.84,0.48,0.81,0.88,0.81,0.85,0.8,0.84,0.83,0.75,0.84,0.89,0.88,0.54,1,0.43,0.42,0.86,0.84,0.9
"Avg.Surface.DO..mg.L.",NA,0.14,NA,0.61,0.49,0.55,0.59,0.5,NA,0.55,0.53,-0.85,NA,0.53,0.43,1,NA,0.55,0.36,NA
"Avg.Surface.DO..mg.L.",NA,-1,NA,0.57,0.52,0.45,NA,0.44,NA,NA,0.53,-0.1,0.59,-1,0.42,NA,1,0.5,0.65,0.55
"Avg.Surface.DO..mg.L.",0.83,0.5,0.76,0.96,0.93,0.93,0.94,0.93,0.85,0.96,0.93,0.81,0.93,0.18,0.86,0.55,0.5,1,0.91,0.92
"Avg.Surface.DO..mg.L.",0.73,0.37,0.78,0.93,0.86,0.85,0.82,0.87,0.91,0.87,0.85,0.76,0.9,0.41,0.84,0.36,0.65,0.91,1,0.92
"Avg.Surface.DO..mg.L.",NA,1,NA,0.92,0.76,0.73,NA,0.81,NA,NA,0.79,1,0.95,1,0.9,NA,0.55,0.92,0.92,1
"Avg.Surface.DO..Sat",1,-0.18,0.24,0.31,-0.3,-0.22,NA,0.3,-0.16,NA,0.03,-1,NA,-0.22,0.05,NA,NA,-0.1,0.02,NA
"Avg.Surface.DO..Sat",-0.18,1,0.41,0.47,0.36,0.57,-0.93,0.32,0.55,-0.88,0.45,NA,-1,0.42,0.29,-0.21,1,0.16,0.42,1
"Avg.Surface.DO..Sat",0.24,0.41,1,0.49,0.07,-0.06,NA,0.14,0.16,NA,-0.2,-1,NA,0.49,0.22,NA,NA,0.07,0.29,NA
"Avg.Surface.DO..Sat",0.31,0.47,0.49,1,0.71,0.63,0.69,0.54,0.4,0.56,0.61,0.71,0.48,0.79,0.32,0.42,0.27,0.58,0.51,0.56
"Avg.Surface.DO..Sat",-0.3,0.36,0.07,0.71,1,0.76,0.61,0.65,0.46,0.65,0.67,0.28,0.62,0.84,0.28,0.1,0.49,0.67,0.5,0.45
"Avg.Surface.DO..Sat",-0.22,0.57,-0.06,0.63,0.76,1,0.66,0.58,0.3,0.56,0.84,0.53,0.73,0.74,0.39,0.1,0.26,0.6,0.45,0.41
"Avg.Surface.DO..Sat",NA,-0.93,NA,0.69,0.61,0.66,1,0.17,NA,0.57,0.74,NA,NA,0.09,0.24,0.31,NA,0.6,0.59,NA
"Avg.Surface.DO..Sat",0.3,0.32,0.14,0.54,0.65,0.58,0.17,1,0.44,0.35,0.54,0.49,0.58,0.85,0.25,0.13,0.16,0.53,0.33,0.49
"Avg.Surface.DO..Sat",-0.16,0.55,0.16,0.4,0.46,0.3,NA,0.44,1,NA,0.27,1,NA,0.97,0.25,NA,NA,0.52,0.77,NA
"Avg.Surface.DO..Sat",NA,-0.88,NA,0.56,0.65,0.56,0.57,0.35,NA,1,0.58,NA,NA,-0.02,0.21,-0.05,NA,0.72,0.62,NA
"Avg.Surface.DO..Sat",0.03,0.45,-0.2,0.61,0.67,0.84,0.74,0.54,0.27,0.58,1,0.76,0.79,0.61,0.46,0,0.27,0.61,0.47,0.34
"Avg.Surface.DO..Sat",-1,NA,-1,0.71,0.28,0.53,NA,0.49,1,NA,0.76,1,0.07,NA,0.77,NA,-0.49,0.07,0.81,0.25
"Avg.Surface.DO..Sat",NA,-1,NA,0.48,0.62,0.73,NA,0.58,NA,NA,0.79,0.07,1,1,0.5,NA,0.33,0.67,0.51,0.29
"Avg.Surface.DO..Sat",-0.22,0.42,0.49,0.79,0.84,0.74,0.09,0.85,0.97,-0.02,0.61,NA,1,1,0.15,0.97,-1,0.73,0.7,-1
"Avg.Surface.DO..Sat",0.05,0.29,0.22,0.32,0.28,0.39,0.24,0.25,0.25,0.21,0.46,0.77,0.5,0.15,1,-0.03,0.26,0.29,0.21,0.47
"Avg.Surface.DO..Sat",NA,-0.21,NA,0.42,0.1,0.1,0.31,0.13,NA,-0.05,0,NA,NA,0.97,-0.03,1,NA,-0.01,-0.05,NA
"Avg.Surface.DO..Sat",NA,1,NA,0.27,0.49,0.26,NA,0.16,NA,NA,0.27,-0.49,0.33,-1,0.26,NA,1,0.07,0.41,0.38
"Avg.Surface.DO..Sat",-0.1,0.16,0.07,0.58,0.67,0.6,0.6,0.53,0.52,0.72,0.61,0.07,0.67,0.73,0.29,-0.01,0.07,1,0.43,0.4
"Avg.Surface.DO..Sat",0.02,0.42,0.29,0.51,0.5,0.45,0.59,0.33,0.77,0.62,0.47,0.81,0.51,0.7,0.21,-0.05,0.41,0.43,1,0.74
"Avg.Surface.DO..Sat",NA,1,NA,0.56,0.45,0.41,NA,0.49,NA,NA,0.34,0.25,0.29,-1,0.47,NA,0.38,0.4,0.74,1
"Avg.Surface.pH",1,-0.28,0.22,0.09,0.02,0.07,NA,-0.03,0.02,NA,0.03,1,NA,-0.65,0.1,NA,NA,-0.58,0.13,NA
"Avg.Surface.pH",-0.28,1,0.88,0.42,0.53,0.29,1,0.21,0.58,0.98,0.22,NA,1,0.32,0,1,-1,0.17,-0.38,-1
"Avg.Surface.pH",0.22,0.88,1,0.41,0.57,0.42,NA,0.1,0.6,NA,0.12,1,NA,0.64,0.31,NA,NA,0.04,0.63,NA
"Avg.Surface.pH",0.09,0.42,0.41,1,0.67,0.39,0.66,0.44,0.18,0.58,0.56,0.8,0.23,0.43,0.16,0.45,0.46,0.58,0.47,0.3
"Avg.Surface.pH",0.02,0.53,0.57,0.67,1,0.66,0.39,0.61,0.32,0.72,0.55,0.92,0.39,0.56,0.46,0.32,-0.03,0.52,0.25,0.05
"Avg.Surface.pH",0.07,0.29,0.42,0.39,0.66,1,0.45,0.55,0.33,0.6,0.59,0.91,0.55,0.38,0.36,0.01,0.06,0.47,0.23,0.18
"Avg.Surface.pH",NA,1,NA,0.66,0.39,0.45,1,0.06,NA,0.35,0.61,NA,NA,0.45,-0.32,0.5,NA,0.7,0.32,NA
"Avg.Surface.pH",-0.03,0.21,0.1,0.44,0.61,0.55,0.06,1,0.21,0.77,0.47,0.74,0.43,0.7,0.48,0.07,0.37,0.43,0.12,0.16
"Avg.Surface.pH",0.02,0.58,0.6,0.18,0.32,0.33,NA,0.21,1,NA,-0.13,-1,NA,0.99,0.06,NA,NA,0.11,0.72,NA
"Avg.Surface.pH",NA,0.98,NA,0.58,0.72,0.6,0.35,0.77,NA,1,0.52,NA,NA,0.2,0.19,0.22,NA,0.6,0.15,NA
"Avg.Surface.pH",0.03,0.22,0.12,0.56,0.55,0.59,0.61,0.47,-0.13,0.52,1,0.35,0.64,-0.34,0.31,0.45,0.3,0.61,0.27,0.28
"Avg.Surface.pH",1,NA,1,0.8,0.92,0.91,NA,0.74,-1,NA,0.35,1,0.26,NA,0.86,NA,1,0.23,-0.02,0.79
"Avg.Surface.pH",NA,1,NA,0.23,0.39,0.55,NA,0.43,NA,NA,0.64,0.26,1,1,0.62,NA,0.65,0.64,0.55,0.6
"Avg.Surface.pH",-0.65,0.32,0.64,0.43,0.56,0.38,0.45,0.7,0.99,0.2,-0.34,NA,1,1,0.63,0.42,-1,0.29,0.08,-1
"Avg.Surface.pH",0.1,0,0.31,0.16,0.46,0.36,-0.32,0.48,0.06,0.19,0.31,0.86,0.62,0.63,1,-0.04,0.54,0.26,-0.06,0.51
"Avg.Surface.pH",NA,1,NA,0.45,0.32,0.01,0.5,0.07,NA,0.22,0.45,NA,NA,0.42,-0.04,1,NA,0.53,-0.14,NA
"Avg.Surface.pH",NA,-1,NA,0.46,-0.03,0.06,NA,0.37,NA,NA,0.3,1,0.65,-1,0.54,NA,1,0.59,0.84,0.53
"Avg.Surface.pH",-0.58,0.17,0.04,0.58,0.52,0.47,0.7,0.43,0.11,0.6,0.61,0.23,0.64,0.29,0.26,0.53,0.59,1,0.38,0.74
"Avg.Surface.pH",0.13,-0.38,0.63,0.47,0.25,0.23,0.32,0.12,0.72,0.15,0.27,-0.02,0.55,0.08,-0.06,-0.14,0.84,0.38,1,0.68
"Avg.Surface.pH",NA,-1,NA,0.3,0.05,0.18,NA,0.16,NA,NA,0.28,0.79,0.6,-1,0.51,NA,0.53,0.74,0.68,1
"Avg.Surface.SpCond..uS.cm.",1,0.57,0.06,0.28,-0.04,0.56,NA,0.26,0.53,NA,0.23,1,NA,0.64,0.46,NA,NA,0.41,0.66,NA
"Avg.Surface.SpCond..uS.cm.",0.57,1,-0.05,0.91,0.65,0.62,0.98,0.59,0.79,0.95,0.45,NA,1,0.88,0.66,0.97,-1,0.64,0.86,1
"Avg.Surface.SpCond..uS.cm.",0.06,-0.05,1,0.55,0.21,0.16,NA,-0.08,0.15,NA,-0.06,-1,NA,-0.19,0.29,NA,NA,0.59,0.3,NA
"Avg.Surface.SpCond..uS.cm.",0.28,0.91,0.55,1,0.54,0.55,0.85,0.45,0.15,0.9,0.28,0.65,0.42,0.73,0.47,0.52,0.52,0.64,0.81,0.33
"Avg.Surface.SpCond..uS.cm.",-0.04,0.65,0.21,0.54,1,0.39,0.23,0.69,-0.35,0.45,0.61,0.8,0.59,0.64,0.3,0.33,-0.28,0.3,0.46,-0.08
"Avg.Surface.SpCond..uS.cm.",0.56,0.62,0.16,0.55,0.39,1,0.94,0.2,0.81,0.85,0.37,0.2,0.13,0.67,0.58,0.46,0.53,0.63,0.56,-0.08
"Avg.Surface.SpCond..uS.cm.",NA,0.98,NA,0.85,0.23,0.94,1,-0.35,NA,0.7,0.31,NA,NA,0.87,0.67,0.22,NA,0.71,0.79,NA
"Avg.Surface.SpCond..uS.cm.",0.26,0.59,-0.08,0.45,0.69,0.2,-0.35,1,-0.12,0.12,0.7,0.5,0.33,0.43,0.05,0.43,0.45,0.28,0.36,0.1
"Avg.Surface.SpCond..uS.cm.",0.53,0.79,0.15,0.15,-0.35,0.81,NA,-0.12,1,NA,-0.22,1,NA,0.73,0.56,NA,NA,0.82,0.82,NA
"Avg.Surface.SpCond..uS.cm.",NA,0.95,NA,0.9,0.45,0.85,0.7,0.12,NA,1,0.53,NA,NA,0.82,0.39,0.67,NA,0.95,0.81,NA
"Avg.Surface.SpCond..uS.cm.",0.23,0.45,-0.06,0.28,0.61,0.37,0.31,0.7,-0.22,0.53,1,-0.53,0.36,0.61,0,0.34,-0.07,0.19,0.2,-0.23
"Avg.Surface.SpCond..uS.cm.",1,NA,-1,0.65,0.8,0.2,NA,0.5,1,NA,-0.53,1,-0.19,NA,0.06,NA,1,0.47,0.38,0.05
"Avg.Surface.SpCond..uS.cm.",NA,1,NA,0.42,0.59,0.13,NA,0.33,NA,NA,0.36,-0.19,1,1,0.36,NA,-0.39,0.29,0.55,0.45
"Avg.Surface.SpCond..uS.cm.",0.64,0.88,-0.19,0.73,0.64,0.67,0.87,0.43,0.73,0.82,0.61,NA,1,1,0.59,0.86,-1,0.63,0.72,1
"Avg.Surface.SpCond..uS.cm.",0.46,0.66,0.29,0.47,0.3,0.58,0.67,0.05,0.56,0.39,0,0.06,0.36,0.59,1,-0.06,0.61,0.44,0.38,0.38
"Avg.Surface.SpCond..uS.cm.",NA,0.97,NA,0.52,0.33,0.46,0.22,0.43,NA,0.67,0.34,NA,NA,0.86,-0.06,1,NA,0.72,0.41,NA
"Avg.Surface.SpCond..uS.cm.",NA,-1,NA,0.52,-0.28,0.53,NA,0.45,NA,NA,-0.07,1,-0.39,-1,0.61,NA,1,0.22,-0.04,0.01
"Avg.Surface.SpCond..uS.cm.",0.41,0.64,0.59,0.64,0.3,0.63,0.71,0.28,0.82,0.95,0.19,0.47,0.29,0.63,0.44,0.72,0.22,1,0.65,-0.09
"Avg.Surface.SpCond..uS.cm.",0.66,0.86,0.3,0.81,0.46,0.56,0.79,0.36,0.82,0.81,0.2,0.38,0.55,0.72,0.38,0.41,-0.04,0.65,1,0.7
"Avg.Surface.SpCond..uS.cm.",NA,1,NA,0.33,-0.08,-0.08,NA,0.1,NA,NA,-0.23,0.05,0.45,1,0.38,NA,0.01,-0.09,0.7,1
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,1,0.49,0.55,0.44,0.68,NA,0.76,0.49,NA,NA,NA,0.75,-0.75,NA,0.92,0.55,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.49,1,0.8,0.75,0.73,NA,0.92,0.94,NA,NA,NA,0.77,-0.14,NA,0.53,0.92,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.55,0.8,1,0.44,0.53,NA,0.86,0.69,NA,NA,NA,0.55,-0.39,NA,0.57,0.76,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.44,0.75,0.44,1,0.86,NA,0.69,0.92,NA,NA,NA,0.9,0.14,NA,0.31,0.87,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.68,0.73,0.53,0.86,1,NA,0.83,0.8,NA,NA,NA,0.98,-0.04,NA,0.46,0.74,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.76,0.92,0.86,0.69,0.83,NA,1,0.84,NA,NA,NA,0.86,-0.38,NA,0.72,0.85,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.49,0.94,0.69,0.92,0.8,NA,0.84,1,NA,NA,NA,0.86,-0.04,NA,0.47,0.98,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.75,0.77,0.55,0.9,0.98,NA,0.86,0.86,NA,NA,NA,1,-0.16,NA,0.58,0.82,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,-0.75,-0.14,-0.39,0.14,-0.04,NA,-0.38,-0.04,NA,NA,NA,-0.16,1,NA,-0.88,-0.18,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avg.Surface.Turbidity..FNU.",NA,NA,NA,0.92,0.53,0.57,0.31,0.46,NA,0.72,0.47,NA,NA,NA,0.58,-0.88,NA,1,0.56,NA
