"Project","Park","NETNCode","Site","Date","LabCode","SampleTime","SampleDepth_m","pH_Lab","ANC_ueqL","AppColor_PCU","AppColorFlag","DOC_mgL","DOCFlag","TP_ugL","TPFlag","TN_mgL","TNFlag","NO2_mgL","NO2Flag","NH3_mgL","NH3Flag","NO3_ueqL","NO3Flag","SO4_ueqL","SO4Flag","Cl_ueqL","ClFlag","SEC2016","month","year","mon_year","Date","Sample Time","Stream_Lake Temp","Test Time","Bottle Temp","NH3-N mg/l","NH3 mg/l","PO4mg/L","PO4ug/L","NO2-Nug/l(meter)","NO2 ug/l(meter)","NO2 mg/l(meter)","NO3(strip)","Cl mg/L (meter)","Cl <U+00B5>eq/L (meter)","Cl quantab units (strip)","Cl mg/L (strip)","Cl ueq/L (strip)","Rain Event","QA/QC Notes","month","year"
"NETNStream","ACAD","ACSTNL","Stanley Brook",2017-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSTNL_20170907","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","ACAD","ACSTNL","Stanley Brook",2017-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSTNL_20170907","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MABI","MABISA","Pogue Brook (Stream A)",2017-05-22,"SWRL",1899-12-31 14:45:00,0.1,7.937,1605.536,31.873,NA,2.691,NA,78.8,NA,0.171,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",1.57722222222222,NA,103.9009375,NA,10.1634285714286,NA,"MABISA_20170522","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MABI","MABISA","Pogue Brook (Stream A)",2017-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MABISA_20170620","06","2017","062017",2017-06-20,"11:24",17.81,"12:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y-24",NA,"06","2017"
"NETNStream","MABI","MABISA","Pogue Brook (Stream A)",2017-08-22,"SWRL",1899-12-31 15:00:00,0.2,8.235,2232.485,6.068,NA,1.159,NA,4.8,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",6.663,NA,NA,"<MRL 1","MABISA_20170822","08","2017","082017",2017-08-22,"1500",17.8,"1930",22,NA,NA,0.14,140,7,23.03,0.023,NA,NA,NA,NA,NA,NA,"N",NA,"08","2017"
"NETNStream","MABI","MABISA","Pogue Brook (Stream A)",2017-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MABISA_20170919","09","2017","092017",2017-09-19,"1430",16.2,"1930",17.3,NA,NA,NA,NA,3,9.87,0.009,NA,NA,NA,0,NA,NA,"N",NA,"09","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-05-09,"SWRL",1899-12-31 15:30:00,1,7.306,451.985,73.71,NA,7.133,NA,40.8,NA,0.752,NA,0.0021,NA,0.0113,NA,NA,"<MRL 1",238.650104166667,NA,4887.63914285714,NA,"MIMASC_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASC","Concord River",2017-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIMASC_20170606","06","2017","062017",2017-06-06,"15:07",15.31,"18:30",NA,0.07,0.08498,NA,NA,2,6.58,0.00658,NA,NA,NA,3.7,130,3667.3,"Y-DC",NA,"06","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-08-08,"SWRL",1899-12-31 15:15:00,0.5,7.365,682.9015,90.129,NA,6.556,NA,30.9,NA,NA,NA,0.0027,NA,0.0154,NA,24.5650793650794,NA,157.8,NA,4570.97142857143,NA,"MIMASC_20170808","08","2017","082017",2017-08-08,"1515",22.6,"7:30",14.6,0.11,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,3.9,142,4005.82,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASC","Concord River",2017-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIMASC_20170908","09","2017","092017",2017-09-08,"1240",19.8,"1730",14.1,0.05,0.061,NA,NA,16,52.64,0.052,2,NA,NA,4.6,180,5077.8,"Y-48","Suspect value for Nitrite. Couldnt rerun as out of water.","09","2017"
"NETNStream","MIMA","MIMASB","Elm Brook (Stream B)",2017-05-09,"SWRL",1899-12-31 10:50:00,0.2,6.874,240.3,91.388,NA,8.838,NA,33.9,NA,0.994,NA,NA,"<MRL 0.001",0.0112,NA,32.9465873015873,NA,233.6246875,NA,7350.79814285714,NA,"MIMASB_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASB","Elm Brook (Stream B)",2017-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIMASB_20170606","06","2017","062017",2017-06-06,"10:37",11.78,"12:00",NA,0.25,0.304,NA,NA,NA,NA,NA,NA,NA,NA,4,148,4175.08,"Y-DC",NA,"06","2017"
"NETNStream","MIMA","MIMASB","Elm Brook (Stream B)",2017-08-08,"SWRL",1899-12-31 11:15:00,0.1,7.169,430.9035,111.77,NA,7.142,NA,35.5,NA,NA,NA,NA,"<MRL 0.001",0.00823,NA,21.8111111111111,NA,85.4916666666667,NA,6809.85142857143,NA,"MIMASB_20170808","08","2017","082017",2017-08-08,"1115",16.7,"7:30",14.8,0.15,0.182,0.05,50,NA,NA,NA,NA,NA,NA,4.9,211,5952.31,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASB","Elm Brook (Stream B)",2017-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIMASB_20170908","09","2017","092017",2017-09-08,"1015",14.8,"1630",11.5,0.14,0.169,NA,NA,NA,NA,NA,NA,NA,NA,5.4,244,6883.24,"Y-48",NA,"09","2017"
"NETNStream","MIMA","MIMASA","Mill Brook (Stream A)",2017-05-09,"SWRL",1899-12-31 12:15:00,0.2,7.237,671.88883,115.792,NA,6.849,NA,61.7,NA,1.044,NA,0.0028,NA,0.0594,NA,23.0403968253968,NA,262.014375,NA,6806.89885714286,NA,"MIMASA_20170509","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MIMA","MIMASA","Mill Brook (Stream A)",2017-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIMASA_20170606","06","2017","062017",2017-06-06,"13:37",12.81,"18:30",NA,0.18,0.21852,0.05,50,NA,NA,NA,NA,NA,NA,3.8,136,3836.56,"Y-DC",NA,"06","2017"
"NETNStream","MIMA","MIMASA","Mill Brook (Stream A)",2017-08-08,"SWRL",1899-12-31 13:00:00,0.2,7.165,838.7,121.753,NA,5.857,NA,57.4,NA,NA,NA,0.0016,NA,0.0303,NA,15.1174603174603,NA,131.414583333333,NA,6134.56,NA,"MIMASA_20170808","08","2017","082017",2017-08-08,"1300",19.1,"7:30",15.3,0.08,0.097,NA,NA,NA,NA,NA,NA,NA,NA,4.8,203,5726.63,"Y-24","Next day test","08","2017"
"NETNStream","MIMA","MIMASA","Mill Brook (Stream A)",2017-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIMASA_20170908","09","2017","092017",2017-09-08,"1145",15.9,"1700",11.8,0.1,0.121,NA,NA,3,9.87,0.009,NA,NA,NA,4.8,194,5472.74,"Y-48",NA,"09","2017"
"NETNStream","MORR","MORRSD","Indian Grove Brook (Stream D)",2017-05-16,"SWRL",1899-12-31 11:00:00,0.3,7.45,687.378,25.566,NA,2.6,NA,23,NA,0.926,NA,0.002,NA,0.00758,NA,65.7056349206349,NA,264.419479166667,NA,1591.58071428571,NA,"MORRSD_20170516","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MORR","MORRSD","Indian Grove Brook (Stream D)",2017-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MORRSD_20170613","06","2017","062017",2017-06-13,"15:16",22.73,"16:30",NA,NA,NA,NA,NA,4,13.16,0.01316,NA,NA,NA,2,52,1466.92,"N",NA,"06","2017"
"NETNStream","MORR","MORRSD","Indian Grove Brook (Stream D)",2017-08-15,"SWRL",1899-12-31 09:00:00,0.2,7.632,823.1739,27.694,NA,1.465,NA,16.1,NA,NA,NA,0.0013,NA,NA,"<MRL 0.005",2.7158,NA,11.9599,NA,67.8746,NA,"MORRSD_20170815","08","2017","082017",2017-08-15,"900",19.8,"1700",14.2,NA,NA,0.05,50,10,32.9,0.032,2,NA,NA,2,52,1466.92,"N",NA,"08","2017"
"NETNStream","MORR","MORRSD","Indian Grove Brook (Stream D)",2017-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MORRSD_20170912","09","2017","092017",2017-09-12,"1530",17.3,"1730",14.4,0.01,0.012,0.04,40,7,23.03,0.023,2,NA,NA,2.4,66,1861.86,"N",NA,"09","2017"
"NETNStream","MORR","MORRSE","Passaic River (Stream E)",2017-05-16,"SWRL",1899-12-31 13:15:00,0.2,7.59,794.807,49.179,NA,3.302,NA,29.7,NA,0.602,NA,0.002,NA,0.0531,NA,25.8544444444444,NA,226.31875,NA,1215.33414285714,NA,"MORRSE_20170516","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MORR","MORRSE","Passaic River (Stream E)",2017-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MORRSE_20170614","06","2017","062017",2017-06-14,"10:01",20.66,"10:45",NA,NA,NA,NA,NA,4,13.16,0.01316,NA,NA,NA,1.8,45,1269.45,"N","1.8(Cl), 12(NO2-N)","06","2017"
"NETNStream","MORR","MORRSE","Passaic River (Stream E)",2017-08-15,"SWRL",1899-12-31 11:45:00,0.2,7.811,1013.027,22.544,NA,2.506,NA,10.7,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",11.1336,NA,54.0711,NA,"MORRSE_20170815","08","2017","082017",2017-08-15,"1145",19.6,"1700",15.3,NA,NA,0.1,100,5,16.45,0.016,NA,NA,NA,1.8,45,1269.45,"N",NA,"08","2017"
"NETNStream","MORR","MORRSE","Passaic River (Stream E)",2017-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MORRSE_20170913","09","2017","092017",2017-09-13,"1000",14.7,"1700",9.2,NA,NA,NA,NA,5,16.45,0.016,NA,NA,NA,1.8,46,1297.66,"N",NA,"09","2017"
"NETNStream","MORR","MORRSB","Primrose Brook Confluence (Stream B)",2017-05-16,"SWRL",1899-12-31 09:15:00,0.1,7.39,634.167,11.34,NA,1.46,NA,25.4,NA,0.275,NA,NA,"<MRL 0.001",0.00526,NA,15.0401587301587,NA,277.411354166667,NA,129.872714285714,NA,"MORRSB_20170516","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","MORR","MORRSB","Primrose Brook Confluence (Stream B)",2017-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MORRSB_20170613","06","2017","062017",2017-06-13,"12:57",18,"16:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"06","2017"
"NETNStream","MORR","MORRSB","Primrose Brook Confluence (Stream B)",2017-08-14,"SWRL",1899-12-31 16:00:00,0.1,7.733,874.7769,12.536,NA,1.36,NA,17.6,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",1.3006,NA,12.6697,NA,7.432,NA,"MORRSB_20170814","08","2017","082017",2017-08-14,"1600",17.7,"1800",16.6,NA,NA,0.03,30,1,3.29,0.003,NA,2.8,78.876,0.5,NA,NA,"N",NA,"08","2017"
"NETNStream","MORR","MORRSB","Primrose Brook Confluence (Stream B)",2017-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MORRSB_20170912","09","2017","092017",2017-09-12,"1330",14.8,"1715",13.3,0.03,0.036,0.08,80,5,16.45,0.016,NA,NA,NA,0.6,NA,NA,"N",NA,"09","2017"
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-05-18,"SWRL",1899-12-31 09:45:00,0.1,7.58,1666.598,51.412,NA,4.937,NA,81.1,NA,0.467,NA,0.0054,NA,0.0235,NA,NA,"<MRL 1",250.94125,NA,1425.09957142857,NA,"ROVASF_20170518","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASF_20170615","06","2017","062017",2017-06-15,"15:27",20.55,"16:30",NA,0.03,0.03642,NA,NA,11,36.19,0.03619,NA,NA,NA,2.3,63,1777.23,"N",NA,"06","2017"
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-08-16,"SWRL",1899-12-31 09:45:00,0.2,7.607,2299.818,43.643,NA,4.891,NA,82.9,NA,NA,NA,0.0137,NA,0.0492,NA,NA,"<MRL 1",1.5989,NA,15.7283,NA,"ROVASF_20170816","08","2017","082017",2017-08-16,"945",20.1,"1700",13.1,0.07,0.0849,0.21,210,12,39.48,0.039,NA,NA,NA,2.6,76,2143.96,"N",NA,"08","2017"
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASF_20170914","09","2017","092017",2017-09-14,"1350",19.8,"1030",14.3,0.02,0.024,0.05,50,16,52.64,0.052,NA,NA,NA,3,90,2538.9,"N","Next day test","09","2017"
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASF_20170914","09","2017","092017",2017-09-14,"1350",19.8,"1100",17.6,0.01,0.012,0.08,80,13,42.77,0.042,NA,NA,NA,3,90,2538.9,"N","QC REP","09","2017"
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASF_20170914","09","2017","092017",2017-09-14,"1350",19.8,"1030",14.3,0.02,0.024,0.05,50,16,52.64,0.052,NA,NA,NA,3,90,2538.9,"N","Next day test","09","2017"
"NETNStream","ROVA","ROVASF","Fall Kill (Stream F)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASF_20170914","09","2017","092017",2017-09-14,"1350",19.8,"1100",17.6,0.01,0.012,0.08,80,13,42.77,0.042,NA,NA,NA,3,90,2538.9,"N","QC REP","09","2017"
"NETNStream","ROVA","ROVASD","Lower Crum Elbow Creek (Stream D)",2017-05-18,"SWRL",1899-12-31 12:15:00,0.3,8.254,1852.292,42.244,NA,4.377,NA,34.8,NA,0.556,NA,0.0044,NA,NA,"<MRL 0.005",NA,"<MRL 1",234.475729166667,NA,1398.22371428571,NA,"ROVASD_20170518","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","ROVA","ROVASD","Lower Crum Elbow Creek (Stream D)",2017-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASD_20170614","06","2017","062017",2017-06-14,"17:12",24.02,"18:00",NA,NA,NA,NA,NA,5,16.45,0.01645,NA,NA,NA,2,52,1466.92,"N","6 (NO2-N)","06","2017"
"NETNStream","ROVA","ROVASD","Lower Crum Elbow Creek (Stream D)",2017-08-16,"SWRL",1899-12-31 14:15:00,0.2,8.417,2512.181,28.517,NA,3.397,NA,44.8,NA,NA,NA,0.0026,NA,NA,"<MRL 0.005",NA,"<MRL 1",16.3549,NA,79.7933,NA,"ROVASD_20170816","08","2017","082017",2017-08-16,"1415",22.2,"1600",14.2,0.04,0.048,0.13,130,10,32.9,0.032,NA,NA,NA,2.6,76,2143.96,"N",NA,"08","2017"
