"Project","Park","NETNCode","Site","Date","LabCode","SampleTime","SampleDepth_m","pH_Lab","ANC_ueqL","AppColor_PCU","AppColorFlag","DOC_mgL","DOCFlag","TP_ugL","TPFlag","TN_mgL","TNFlag","NO2_mgL","NO2Flag","NH3_mgL","NH3Flag","NO3_ueqL","NO3Flag","SO4_ueqL","SO4Flag","Cl_ueqL","ClFlag","SEC2016","month","year","mon_year","Date","Sample Time","Stream_Lake Temp","Test Time","Bottle Temp","NH3-N mg/l","NH3 mg/l","PO4mg/L","PO4ug/L","NO2-Nug/l(meter)","NO2 ug/l(meter)","NO2 mg/l(meter)","NO3(strip)","Cl mg/L (meter)","Cl <U+00B5>eq/L (meter)","Cl quantab units (strip)","Cl mg/L (strip)","Cl ueq/L (strip)","Rain Event","QA/QC Notes","month","year"
"NETNStream","ROVA","ROVASD","Lower Crum Elbow Creek (Stream D)",2017-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASD_20170913","09","2017","092017",2017-09-13,"1630",18.3,"1745",17.9,0.02,0.024,0.07,70,10,32.9,0.032,2,NA,NA,2.9,86,2426.06,"N",NA,"09","2017"
"NETNStream","ROVA","ROVASA","Lower FDR Brook (Stream A)",2017-05-17,"SWRL",1899-12-31 11:30:00,0.1,8.083,2499.866,16.982,NA,2.064,NA,56.2,NA,1.92,NA,0.0106,NA,NA,"<MRL 0.005",NA,"<MRL 1",550.275729166667,NA,2807.24642857143,NA,"ROVASA_20170517","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","ROVA","ROVASA","Lower FDR Brook (Stream A)",2017-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASA_20170615","06","2017","062017",2017-06-15,"11:00",17.15,"12:30",NA,NA,NA,NA,NA,5,16.45,0.01645,2,NA,NA,2.9,89,2510.69,"N",NA,"06","2017"
"NETNStream","ROVA","ROVASA","Lower FDR Brook (Stream A)",2017-08-17,"SWRL",1899-12-31 10:45:00,0.2,8.185,3176.739,16.915,NA,2.05,NA,52.8,NA,NA,NA,0.0023,NA,NA,"<MRL 0.005",2.9618,NA,28.6183,NA,125.3331,NA,"ROVASA_20170817","08","2017","082017",2017-08-17,"1045",18.6,"1730",15.3,0.02,0.024,0.17,170,5,16.45,0.016,2,NA,NA,3.3,104,2933.84,"N",NA,"08","2017"
"NETNStream","ROVA","ROVASA","Lower FDR Brook (Stream A)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASA_20170914","09","2017","092017",2017-09-14,"1015",16.6,"1830",13.2,NA,NA,0.1,100,6,19.74,0.019,5,NA,NA,3.4,109,3074.89,"N",NA,"09","2017"
"NETNStream","ROVA","ROVASE","Maritje Kill (Stream E)",2017-05-17,"SWRL",1899-12-31 14:00:00,0.3,7.932,2302.162,41.291,NA,5.544,NA,34.2,NA,0.233,NA,0.0014,NA,0.005,NA,NA,"<MRL 1",265.150416666667,NA,1451.29028571429,NA,"ROVASE_20170517","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","ROVA","ROVASE","Maritje Kill (Stream E)",2017-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASE_20170615","06","2017","062017",2017-06-15,"14:14",18.5,"16:30",NA,0.02,0.02428,NA,NA,3,9.87,0.00987,NA,NA,NA,2.5,72,2031.12,"N","2.4(Cl), 2(NO2-N)","06","2017"
"NETNStream","ROVA","ROVASE","Maritje Kill (Stream E)",2017-08-16,"SWRL",1899-12-31 11:00:00,0.2,8.278,3765.751,18.244,NA,3.983,NA,68.7,NA,NA,NA,0.0013,NA,NA,"<MRL 0.005",2.6451,NA,16.844,NA,102.3414,NA,"ROVASE_20170816","08","2017","082017",2017-08-16,"1100",19.8,"1700",15.5,0.03,0.036,0.19,190,11,36.19,0.036,2,NA,NA,2.8,82,2313.22,"N",NA,"08","2017"
"NETNStream","ROVA","ROVASE","Maritje Kill (Stream E)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASE_20170914","09","2017","092017",2017-09-14,"1210",18,"10:00",14.7,NA,NA,0.19,190,7,23.03,0.023,2,NA,NA,3.4,109,3074.89,"N","Next day test","09","2017"
"NETNStream","ROVA","ROVASB","Upper FDR Brook (Stream B)",2017-05-17,"SWRL",1899-12-31 10:10:00,0.1,8.103,2880.753,20.777,NA,2.381,NA,54.4,NA,2.108,NA,0.0064,NA,NA,"<MRL 0.005",NA,"<MRL 1",555.025104166667,NA,3217.58471428571,NA,"ROVASB_20170517","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","ROVA","ROVASB","Upper FDR Brook (Stream B)",2017-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASB_20170615","06","2017","062017",2017-06-15,"9:39",17.45,"12:30",NA,NA,NA,NA,NA,7,23.03,0.02303,2,NA,NA,3.3,108,3046.68,"N",NA,"06","2017"
"NETNStream","ROVA","ROVASB","Upper FDR Brook (Stream B)",2017-08-17,"SWRL",1899-12-31 09:15:00,0.1,8.291,3754.676,15.953,NA,2.109,NA,50.3,NA,NA,NA,0.0024,NA,NA,"<MRL 0.005",NA,"<MRL 1",25.026,NA,146.8657,NA,"ROVASB_20170817","08","2017","082017",2017-08-17,"915",17.9,"1730",16.8,NA,NA,0.15,150,5,16.45,0.016,2,NA,NA,3.6,119,3356.99,"N",NA,"08","2017"
"NETNStream","ROVA","ROVASB","Upper FDR Brook (Stream B)",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROVASB_20170914","09","2017","092017",2017-09-14,"840",16.3,"1800",14.2,NA,NA,0.13,130,4,13.16,0.013,5,NA,NA,3.8,130,3667.3,"N",NA,"09","2017"
"NETNStream","SAGA","SAGASB","Blow-Me-Down Brook (Stream B)",2017-05-22,"SWRL",1899-12-31 12:00:00,0.2,8.083,756.409,23.643,NA,1.918,NA,23.9,NA,0.207,NA,0.0011,NA,0.00636,NA,NA,"<MRL 1",125.666354166667,NA,363.057571428571,NA,"SAGASB_20170522","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SAGA","SAGASB","Blow-Me-Down Brook (Stream B)",2017-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGASB_20170620","06","2017","062017",2017-06-20,"16:19",21.94,"19:30",12.8,NA,NA,0.06,60,5,16.45,0.01645,NA,NA,NA,0.08,NA,NA,"Y-24",NA,"06","2017"
"NETNStream","SAGA","SAGASB","Blow-Me-Down Brook (Stream B)",2017-08-22,"SWRL",1899-12-31 12:30:00,0.2,7.958,1188.934,38.569,NA,3.046,NA,13.7,NA,NA,NA,0.002,NA,0.0127,NA,NA,"<MRL 1",5.7228,NA,28.4921,NA,"SAGASB_20170822","08","2017","082017",2017-08-22,"1230",21.2,"1900",14.5,0.01,0.012,NA,NA,5,16.45,0.016,NA,6.5,183.1,NA,NA,NA,"N",NA,"08","2017"
"NETNStream","SAGA","SAGASB","Blow-Me-Down Brook (Stream B)",2017-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGASB_20170919","09","2017","092017",2017-09-19,"1220",19.7,"1910",12.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.4,34,959.14,"N",NA,"09","2017"
"NETNStream","SAGA","SAGASA","Blow-Me-Up Brook (Stream A)",2017-05-22,"SWRL",1899-12-31 10:25:32,0.2,7.839,915.89,7.893,NA,0.9352,NA,13,NA,0.095,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",139.724375,NA,40.957,NA,"SAGASA_20170522","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SAGA","SAGASA","Blow-Me-Up Brook (Stream A)",2017-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGASA_20170620","06","2017","062017",2017-06-20,"14:55",17,"19:30",11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y-24",NA,"06","2017"
"NETNStream","SAGA","SAGASA","Blow-Me-Up Brook (Stream A)",2017-08-22,"SWRL",1899-12-31 10:50:00,0.1,8.037,1679.762,3.171,NA,0.8855,NA,4.4,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",8.0719,NA,2.3637,NA,"SAGASA_20170822","08","2017","082017",2017-08-22,"1050",16.8,"1900",13.4,NA,NA,NA,NA,9,29.61,0.029,NA,0.2,5.634,NA,NA,NA,"N",NA,"08","2017"
"NETNStream","SAGA","SAGASA","Blow-Me-Up Brook (Stream A)",2017-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGASA_20170919","09","2017","092017",2017-09-19,"1000",15.9,"1840",11.1,NA,NA,0.04,40,3,9.87,0.009,NA,NA,NA,0,NA,NA,"N",NA,"09","2017"
"NETNStream","SAIR","SAIRSA","Saugus River",2017-05-10,"SWRL",1899-12-31 11:25:00,0.2,7.602,1078.75,152.479,NA,8.414,NA,32.1,NA,0.549,NA,0.0031,NA,0.00716,NA,15.3047619047619,NA,314.404166666667,NA,6701.48571428571,NA,"SAIRSA_20170510","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SAIR","SAIRSA","Saugus River",2017-06-07,"SWRL",1899-12-31 12:00:00,0.2,7.562,885.7318,157.694,NA,6.5,NA,65.9,NA,0.83,NA,0.0122,NA,0.0749,NA,NA,"<MRL 1",188.35625,NA,4351.14285714286,NA,"SAIRSA_20170607","06","2017","062017",2017-06-07,"11:50",13.26,"12:30",NA,0.14,0.16996,NA,NA,4,13.16,0.01316,NA,NA,NA,3.6,124,3498.04,"Y-24",NA,"06","2017"
"NETNStream","SAIR","SAIRSA","Saugus River",2017-08-09,"SWRL",1899-12-31 11:45:57,0.2,7.664,1196.02,33.481,NA,4.885,NA,31,NA,NA,NA,0.0027,NA,0.00742,NA,NA,"ED<100",1365.625,NA,8090.28571428571,NA,"SAIRSA_20170809","08","2017","082017",2017-08-09,"1145",19.3,"1200",19,0.02,0.024,NA,NA,NA,NA,NA,NA,NA,NA,5,219,6177.99,"N",NA,"08","2017"
"NETNStream","SAIR","SAIRSB","Turning Basin",2017-05-10,"SWRL",1899-12-31 12:30:00,0.5,7.679,1078.88,181.759,NA,8.319,NA,33.6,NA,0.515,NA,0.003,NA,0.00697,NA,NA,"<MRL 1",299.15625,NA,6671.63142857143,NA,"SAIRSB_20170510","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SAIR","SAIRSB","Turning Basin",2017-06-07,"SWRL",1899-12-31 11:00:00,0.5,7.646,885.5873,133.572,NA,7.707,NA,65.1,NA,0.827,NA,0.0124,NA,0.0867,NA,NA,"<MRL 1",209.870833333333,NA,4738.40571428571,NA,"SAIRSB_20170607","06","2017","062017",2017-06-07,"10:48",13.05,"12:30",NA,0.12,0.14568,NA,NA,5,16.45,0.01645,NA,NA,NA,3.8,136,3836.56,"High Tide",NA,"06","2017"
"NETNStream","SAIR","SAIRSB","Turning Basin",2017-08-09,"SWRL",1899-12-31 13:30:00,0.5,8.041,1410.737,89.703,NA,5.016,NA,68.3,NA,NA,NA,0.0107,NA,0.0143,NA,NA,"ED<100",4977.29166666667,NA,72242.8571428571,NA,"SAIRSB_20170809","08","2017","082017",2017-08-09,"1330",23.8,"1830",17.2,0.04,0.0485,NA,NA,9,29.61,0.029,NA,NA,NA,9.8,646,18223.66,"N",NA,"08","2017"
"NETNStream","SAIR","SAIRSB","Turning Basin",2017-08-09,"SWRL",1899-12-31 13:30:00,0.5,8.041,1410.737,89.703,NA,5.016,NA,68.3,NA,NA,NA,0.0107,NA,0.0143,NA,NA,"ED<100",4977.29166666667,NA,72242.8571428571,NA,"SAIRSB_20170809","08","2017","082017",2017-08-09,"1335",23.8,"1830",19.7,0.05,0.0607,NA,NA,11,36.19,0.036,NA,NA,NA,9.6,646,18223.66,"N","QC REP","08","2017"
"NETNStream","SAIR","SAIRSB","Turning Basin",2017-08-09,"SWRL",1899-12-31 13:30:00,0.5,8.041,1410.737,89.703,NA,5.016,NA,68.3,NA,NA,NA,0.0107,NA,0.0143,NA,NA,"ED<100",4977.29166666667,NA,72242.8571428571,NA,"SAIRSB_20170809","08","2017","082017",2017-08-09,"1330",23.8,"1830",17.2,0.04,0.0485,NA,NA,9,29.61,0.029,NA,NA,NA,9.8,646,18223.66,"N",NA,"08","2017"
"NETNStream","SAIR","SAIRSB","Turning Basin",2017-08-09,"SWRL",1899-12-31 13:30:00,0.5,8.041,1410.737,89.703,NA,5.016,NA,68.3,NA,NA,NA,0.0107,NA,0.0143,NA,NA,"ED<100",4977.29166666667,NA,72242.8571428571,NA,"SAIRSB_20170809","08","2017","082017",2017-08-09,"1335",23.8,"1830",19.7,0.05,0.0607,NA,NA,11,36.19,0.036,NA,NA,NA,9.6,646,18223.66,"N","QC REP","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-05-11,"SWRL",1899-12-31 13:45:00,0.2,8.484,2354.62,102.004,NA,3.979,NA,24,NA,1.244,NA,0.0023,NA,NA,"<MRL 0.005",67.8037301587302,NA,189.638541666667,NA,640.935428571429,NA,"SARASA_20170511","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARASA_20170608","06","2017","062017",2017-06-08,"14:24",16.99,"16:30",NA,0.01,0.01214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y-24",NA,"06","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.397,3298.372,188.337,NA,3.169,NA,25,NA,NA,NA,0.0229,NA,NA,"<MRL 0.005",1011.19682539683,NA,237.614583333333,NA,743.56,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1145",19.3,"1300",15.7,NA,NA,0.03,30,25,82.25,0.082,NA,21,565,1.2,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.397,3298.372,188.337,NA,3.169,NA,25,NA,NA,NA,0.0229,NA,NA,"<MRL 0.005",1011.19682539683,NA,237.614583333333,NA,743.56,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1340",21.2,"1300",15.3,0.01,0.012,0.03,30,21,69.09,0.069,NA,21,565,1.1,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.442,3391.791,471.733,NA,2.84,NA,30.2,NA,NA,NA,0.0214,NA,NA,"<MRL 0.005",921.850793650794,NA,269.785416666667,NA,957.285714285714,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1145",19.3,"1300",15.7,NA,NA,0.03,30,25,82.25,0.082,NA,21,565,1.2,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.442,3391.791,471.733,NA,2.84,NA,30.2,NA,NA,NA,0.0214,NA,NA,"<MRL 0.005",921.850793650794,NA,269.785416666667,NA,957.285714285714,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1340",21.2,"1300",15.3,0.01,0.012,0.03,30,21,69.09,0.069,NA,21,565,1.1,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.397,3298.372,188.337,NA,3.169,NA,25,NA,NA,NA,0.0229,NA,NA,"<MRL 0.005",1011.19682539683,NA,237.614583333333,NA,743.56,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1145",19.3,"1300",15.7,NA,NA,0.03,30,25,82.25,0.082,NA,21,565,1.2,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.397,3298.372,188.337,NA,3.169,NA,25,NA,NA,NA,0.0229,NA,NA,"<MRL 0.005",1011.19682539683,NA,237.614583333333,NA,743.56,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1340",21.2,"1300",15.3,0.01,0.012,0.03,30,21,69.09,0.069,NA,21,565,1.1,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.442,3391.791,471.733,NA,2.84,NA,30.2,NA,NA,NA,0.0214,NA,NA,"<MRL 0.005",921.850793650794,NA,269.785416666667,NA,957.285714285714,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1145",19.3,"1300",15.7,NA,NA,0.03,30,25,82.25,0.082,NA,21,565,1.2,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-08-10,"SWRL",1899-12-31 11:45:00,0.1,8.442,3391.791,471.733,NA,2.84,NA,30.2,NA,NA,NA,0.0214,NA,NA,"<MRL 0.005",921.850793650794,NA,269.785416666667,NA,957.285714285714,NA,"SARASA_20170810","08","2017","082017",2017-08-10,"1340",21.2,"1300",15.3,0.01,0.012,0.03,30,21,69.09,0.069,NA,21,565,1.1,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASA","Kroma Kill (Stream A)",2017-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARASA_20170907","09","2017","092017",2017-09-07,"1300",16.4,"1930",15.5,0.04,0.048,0.05,50,2,6.58,0.006,5,NA,NA,1.4,34,959.14,"Y-24",NA,"09","2017"
"NETNStream","SARA","SARASD","Mill Creek Confluence (Stream D)",2017-05-11,"SWRL",1899-12-31 12:00:00,0.2,8.426,2508.04,131.067,NA,3.804,NA,29.3,NA,1.432,NA,0.0016,NA,NA,"<MRL 0.005",97.8181746031746,NA,229.435,NA,521.639285714286,NA,"SARASD_20170511","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SARA","SARASD","Mill Creek Confluence (Stream D)",2017-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARASD_20170608","06","2017","062017",2017-06-08,"11:17",14.33,"13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y-24",NA,"06","2017"
"NETNStream","SARA","SARASD","Mill Creek Confluence (Stream D)",2017-08-10,"SWRL",1899-12-31 15:30:00,0.1,8.284,2345.741,299.086,NA,3.11,NA,26.7,NA,NA,NA,0.0111,NA,NA,"<MRL 0.005",642.314285714286,NA,455.322916666667,NA,445.122857142857,NA,"SARASD_20170810","08","2017","082017",2017-08-10,"1530",21.7,"1300",16.8,0.02,0.024,NA,NA,15,49.35,0.049,NA,15.4,433.81,NA,NA,NA,"N","Next day test","08","2017"
"NETNStream","SARA","SARASD","Mill Creek Confluence (Stream D)",2017-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARASD_20170907","09","2017","092017",2017-09-07,"1130",16.1,"1900",13.8,0.07,0.085,0.04,40,6,19.74,0.019,2,NA,NA,1,NA,NA,"Y-24",NA,"09","2017"
"NETNStream","SARA","SARASC","Upper Mill Creek (Stream C)",2017-05-11,"SWRL",1899-12-31 15:15:38,0.1,8.224,2424.09,44.355,NA,4.236,NA,31.6,NA,0.399,NA,0.001,NA,0.00744,NA,2.26793650793651,NA,175.4775,NA,1775.06142857143,NA,"SARASC_20170511","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNStream","SARA","SARASC","Upper Mill Creek (Stream C)",2017-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARASC_20170608","06","2017","062017",2017-06-08,"15:32",19.48,"16:30",NA,0.07,0.08498,NA,NA,3,9.87,0.00987,NA,NA,NA,1.8,45,1269.45,"Y-24",NA,"06","2017"
"NETNStream","SARA","SARASC","Upper Mill Creek (Stream C)",2017-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SARASC_20170907","09","2017","092017",2017-09-07,"1430",17.3,"2000",15.7,0.16,0.194,0.22,220,5,16.45,0.016,NA,NA,NA,3.6,119,3356.99,"Y-24",NA,"09","2017"
"NETNLake","ACAD","ACBOWL","The Bowl",2017-04-12,"SWRL",1899-12-31 10:45:00,0.5,6.35,47.77077,NA,NA,1.727,NA,NA,NA,0.124,NA,NA,NA,NA,NA,NA,"MDL<1",38.4909375,NA,251.720857142857,NA,"ACBOWL_20170412","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACBUBL","Bubble Pond",2017-04-17,"SWRL",1899-12-31 09:20:00,0.5,6.463,70.66886,NA,NA,1.749,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,"MDL<1",38.9788541666667,NA,157.891428571429,NA,"ACBUBL_20170417","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACBUBL","Bubble Pond",2017-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACBUBL_20170531","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACBUBL","Bubble Pond",2017-06-28,"SWRL",1899-12-31 09:45:00,6,6.77,64.40893,12.718,NA,2.327,NA,4.2,NA,0.099,NA,NA,"<MRL 0.001",NA,"MDL<0.005",NA,"<MRL 1",33.9583333333333,NA,185.128571428571,NA,"ACBUBL_20170628","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACBUBL","Bubble Pond",2017-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACBUBL_20170719","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACBUBL","Bubble Pond",2017-08-30,"SWRL",1899-12-31 14:20:00,10,6.727,74.61166,11.078,NA,2.013,NA,3.8,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",2.7236,NA,4.9387,NA,"ACBUBL_20170830","08","2017","082017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACBUBL","Bubble Pond",2017-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACBUBL_20170929","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-04-12,"SWRL",1899-12-31 12:10:00,0.5,6.15,60.51024,NA,NA,1.713,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,"MDL<1",38.2154166666667,NA,162.661714285714,NA,"ACEAGL_20170412","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACEAGL_20170524","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-06-22,"SWRL",1899-12-31 09:30:00,10,6.752,58.28547,11.355,NA,2.007,NA,3.4,NA,0.101,NA,NA,"<MRL 0.001",NA,"MDL<0.005",NA,"<MRL 1",37.7083333333333,NA,214.322857142857,NA,"ACEAGL_20170622","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACEAGL_20170720","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-08-29,"SWRL",1899-12-31 09:00:00,10,6.585,63.53656,7.884,NA,1.911,NA,3,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",2.5611,NA,5.9451,NA,"ACEAGL_20170829","08","2017","082017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
